x (nm),y (nm),stmz (nm),tunneling current (pA),Force (N)
12.529,-48.706,0.164,-120.762,1.383
12.531,-48.703,0.164,-120.762,1.376
12.532,-48.702,0.164,-120.762,1.374
12.532,-48.702,0.164,-120.762,1.373
12.532,-48.702,0.164,-120.762,1.375
12.532,-48.702,0.164,-120.762,1.375
12.532,-48.701,0.164,-120.762,1.373
12.536,-48.699,0.164,-121.288,1.373
12.536,-48.698,0.164,-122.009,1.381
12.536,-48.698,0.164,-122.009,1.389
12.537,-48.698,0.164,-122.009,1.387
12.537,-48.698,0.164,-122.009,1.383
12.538,-48.698,0.164,-122.009,1.385
12.542,-48.694,0.164,-122.009,1.389
12.542,-48.693,0.164,-136.358,1.389
12.543,-48.693,0.164,-136.358,1.499
12.543,-48.692,0.164,-136.358,1.501
12.543,-48.692,0.164,-136.358,1.503
12.543,-48.692,0.164,-136.358,1.501
12.544,-48.691,0.164,-136.358,1.495
12.547,-48.685,0.164,-136.358,1.499
12.547,-48.685,0.164,-136.358,1.497
12.548,-48.684,0.164,-136.358,1.499
12.549,-48.684,0.164,-136.358,1.501
12.549,-48.684,0.164,-136.358,1.5
12.558,-48.676,0.164,-136.358,1.503
12.558,-48.675,0.164,-142.246,1.499
12.558,-48.675,0.164,-142.246,1.543
12.56,-48.673,0.164,-142.246,1.54
12.561,-48.673,0.164,-142.246,1.539
12.561,-48.673,0.164,-142.079,1.537
12.571,-48.664,0.164,-142.079,1.529
12.573,-48.664,0.164,-142.079,1.529
12.573,-48.664,0.164,-142.079,1.529
12.574,-48.664,0.164,-142.079,1.531
12.574,-48.663,0.164,-142.079,1.531
12.575,-48.663,0.164,-142.079,1.532
12.576,-48.662,0.164,-142.079,1.531
12.59,-48.655,0.164,-142.079,1.531
12.591,-48.655,0.164,-142.079,1.531
12.591,-48.655,0.164,-142.079,1.53
12.591,-48.654,0.164,-142.079,1.53
12.592,-48.654,0.164,-142.079,1.53
12.593,-48.653,0.164,-147.719,1.53
12.594,-48.653,0.165,-147.719,1.567
12.601,-48.649,0.165,-147.719,0
12.601,-48.649,0.165,-147.865,1.563
12.601,-48.648,0.165,-147.865,1.568
12.601,-48.649,0.165,-147.865,1.568
12.602,-48.648,0.165,-147.865,1.566
12.602,-48.648,0.165,-147.865,1.567
12.602,-48.647,0.165,-147.865,1.57
12.606,-48.644,0.165,-147.865,1.575
12.606,-48.644,0.165,-147.865,1.575
12.606,-48.644,0.165,-147.865,1.575
12.606,-48.644,0.165,-147.865,1.576
12.606,-48.643,0.165,-147.865,1.576
12.606,-48.643,0.165,-147.865,1.58
12.606,-48.643,0.165,-147.865,1.579
12.606,-48.643,0.165,-147.865,1.578
12.606,-48.642,0.165,-148.432,1.579
12.606,-48.642,0.165,-148.432,1.582
12.606,-48.642,0.165,-148.432,1.584
12.606,-48.642,0.165,-148.432,1.585
12.606,-48.642,0.165,-148.432,1.583
12.606,-48.642,0.165,-148.432,1.587
12.606,-48.642,0.165,-148.432,1.584
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.642,0.165,-148.432,1.581
12.607,-48.641,0.165,-148.432,1.584
12.611,-48.641,0.165,-147.873,1.584
12.611,-48.641,0.165,-147.873,1.579
12.612,-48.642,0.165,-147.873,1.578
12.612,-48.642,0.165,-147.873,1.578
12.612,-48.641,0.165,-147.845,1.581
12.612,-48.641,0.165,-147.845,1.581
12.613,-48.641,0.165,-147.845,1.579
12.621,-48.64,0.165,-147.845,1.577
12.622,-48.64,0.165,-147.845,1.577
12.622,-48.64,0.165,-145.95,1.577
12.623,-48.64,0.165,-145.95,1.564
12.623,-48.64,0.165,-145.95,1.564
12.624,-48.64,0.165,-145.95,1.564
12.638,-48.638,0.165,-145.95,1.566
12.639,-48.638,0.165,-145.95,1.565
12.639,-48.638,0.165,-145.95,1.564
12.64,-48.638,0.165,-145.95,1.564
12.641,-48.638,0.165,-146.132,1.564
12.641,-48.638,0.165,-146.132,1.565
12.641,-48.638,0.165,-146.132,1.565
12.649,-48.634,0.165,-146.132,1.566
12.649,-48.634,0.165,-145.299,1.57
12.649,-48.634,0.165,-145.299,1.563
12.649,-48.634,0.165,-145.299,1.562
12.65,-48.633,0.165,-145.299,1.566
12.65,-48.633,0.165,-145.299,1.564
12.651,-48.633,0.165,-145.299,1.565
12.654,-48.629,0.165,-145.299,1.563
12.654,-48.628,0.164,-145.299,1.566
12.654,-48.628,0.164,-145.299,1.566
12.654,-48.628,0.164,-145.299,1.567
12.655,-48.628,0.164,-145.299,1.563
12.655,-48.627,0.164,-145.299,1.566
12.657,-48.625,0.164,-143.599,1.56
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-143.599,1.547
12.657,-48.625,0.164,-144.633,1.547
12.657,-48.625,0.164,-144.633,1.554
12.657,-48.626,0.164,-144.633,1.549
12.657,-48.626,0.164,-144.633,1.551
12.657,-48.626,0.164,-144.633,1.552
12.659,-48.625,0.164,-144.633,1.554
12.659,-48.625,0.164,-143.884,1.554
12.659,-48.625,0.164,-143.884,1.549
12.659,-48.625,0.164,-143.884,1.549
12.66,-48.625,0.164,-143.884,1.549
12.66,-48.625,0.164,-143.884,1.549
12.66,-48.625,0.164,-143.884,1.547
12.661,-48.625,0.164,-143.884,1.546
12.667,-48.623,0.164,-144.904,1.55
12.667,-48.622,0.164,-144.904,1.56
12.668,-48.621,0.164,-144.904,1.557
12.668,-48.621,0.164,-144.904,1.557
12.668,-48.621,0.164,-144.904,1.557
12.669,-48.621,0.164,-144.904,1.556
12.672,-48.621,0.164,-144.82,1.556
12.672,-48.621,0.164,-144.82,1.556
12.672,-48.621,0.164,-144.82,1.556
12.672,-48.621,0.164,-144.82,1.556
12.672,-48.621,0.164,-144.82,1.556
12.673,-48.621,0.164,-144.82,1.556
12.673,-48.621,0.164,-144.82,1.556
12.673,-48.621,0.164,-144.82,1.556
12.673,-48.621,0.164,-144.82,1.556
12.678,-48.619,0.164,-144.82,1.554
12.679,-48.619,0.164,-144.82,1.555
12.679,-48.619,0.164,-144.82,1.555
12.679,-48.619,0.164,-144.82,1.555
12.68,-48.619,0.164,-144.82,1.554
12.68,-48.619,0.164,-144.82,1.553
12.68,-48.619,0.164,-146.48,1.554
12.687,-48.613,0.164,-146.48,1.564
12.688,-48.614,0.164,-146.48,1.564
12.689,-48.613,0.164,-146.302,1.563
12.69,-48.613,0.164,-146.302,1.563
12.69,-48.612,0.164,-146.302,1.562
12.69,-48.612,0.164,-146.302,1.561
12.69,-48.612,0.164,-146.302,1.563
12.691,-48.612,0.164,-146.302,1.562
12.702,-48.605,0.164,-147.078,1.561
12.702,-48.605,0.165,-147.078,1.568
12.702,-48.605,0.165,-147.078,1.566
12.702,-48.605,0.165,-146.629,1.568
12.703,-48.604,0.165,-146.629,1.564
12.703,-48.604,0.165,-146.629,1.563
12.704,-48.603,0.165,-146.629,1.563
12.704,-48.603,0.165,-146.629,1.569
12.704,-48.603,0.165,-146.629,1.567
12.711,-48.595,0.165,-146.629,1.57
12.712,-48.595,0.165,-146.629,1.569
12.712,-48.595,0.165,-146.116,1.572
12.712,-48.595,0.165,-146.116,1.569
12.713,-48.594,0.165,-146.116,1.565
12.713,-48.593,0.165,-146.116,1.569
12.719,-48.589,0.165,-146.116,1.564
12.72,-48.589,0.165,-145.819,1.563
12.72,-48.589,0.165,-145.819,1.559
12.721,-48.588,0.165,-145.819,1.566
12.721,-48.587,0.165,-145.819,1.563
12.722,-48.587,0.165,-145.819,1.562
12.722,-48.586,0.165,-145.819,1.564
12.732,-48.575,0.165,-147.103,1.579
12.733,-48.573,0.164,-147.103,1.591
12.734,-48.572,0.164,-147.103,1.592
12.735,-48.571,0.164,-148.839,1.592
12.735,-48.57,0.164,-148.839,1.605
12.735,-48.57,0.164,-148.839,1.607
12.743,-48.558,0.164,-148.839,1.596
12.743,-48.557,0.163,-147.968,1.595
12.743,-48.557,0.163,-147.968,1.591
12.743,-48.556,0.163,-148.153,1.59
12.743,-48.555,0.163,-148.153,1.593
12.744,-48.555,0.163,-148.153,1.592
12.744,-48.555,0.163,-148.153,1.591
12.754,-48.542,0.163,-151.156,1.591
12.755,-48.541,0.162,-151.156,1.611
12.755,-48.541,0.162,-151.156,1.611
12.755,-48.541,0.162,-151.156,1.611
12.756,-48.54,0.162,-151.156,1.611
12.757,-48.539,0.162,-151.156,1.606
12.762,-48.534,0.162,-151.156,1.596
12.762,-48.534,0.162,-153.312,1.597
12.763,-48.534,0.162,-153.312,1.613
12.763,-48.534,0.162,-153.312,1.612
12.763,-48.534,0.162,-153.312,1.611
12.763,-48.534,0.162,-153.312,1.613
12.763,-48.533,0.162,-153.312,1.612
12.766,-48.53,0.162,-153.312,1.615
12.766,-48.53,0.162,-153.312,1.615
12.766,-48.529,0.162,-153.312,1.612
12.766,-48.529,0.162,-153.312,1.613
12.766,-48.529,0.162,-153.312,1.614
12.766,-48.529,0.162,-153.312,1.614
12.766,-48.529,0.162,-153.312,1.614
12.768,-48.527,0.162,-153.312,1.615
12.768,-48.526,0.162,-166.27,1.618
12.768,-48.526,0.162,-166.27,1.707
12.768,-48.526,0.162,-166.27,1.704
12.768,-48.526,0.162,-166.27,1.704
12.768,-48.526,0.162,-166.27,1.703
12.768,-48.526,0.162,-166.27,1.703
12.768,-48.525,0.162,-166.27,1.701
12.769,-48.526,0.162,-166.27,1.697
12.772,-48.521,0.162,-166.339,1.699
12.773,-48.521,0.162,-166.339,1.698
12.773,-48.521,0.162,-166.339,1.699
12.774,-48.52,0.162,-166.339,1.697
12.774,-48.52,0.162,-166.339,1.699
12.775,-48.519,0.162,-166.339,1.698
12.775,-48.519,0.162,-166.339,1.699
12.784,-48.515,0.162,-166.339,1.703
12.784,-48.515,0.162,-175.481,1.703
12.785,-48.514,0.162,-175.481,1.759
12.786,-48.514,0.162,-175.481,1.759
12.787,-48.513,0.162,-175.481,1.762
12.787,-48.513,0.162,-175.481,1.761
12.788,-48.513,0.162,-175.481,1.756
12.802,-48.507,0.162,-175.957,1.75
12.803,-48.507,0.163,-175.957,1.754
12.804,-48.507,0.163,-175.957,1.757
12.806,-48.506,0.163,-175.957,1.757
12.806,-48.506,0.163,-175.957,1.759
12.807,-48.506,0.163,-176.382,1.758
12.807,-48.506,0.163,-176.382,1.758
12.808,-48.506,0.163,-176.382,1.759
12.809,-48.506,0.163,-176.382,1.757
12.828,-48.502,0.163,-176.382,1.758
12.829,-48.502,0.163,-176.382,1.758
12.83,-48.502,0.163,-176.382,1.755
12.831,-48.501,0.163,-176.382,1.758
12.832,-48.501,0.163,-181.789,1.76
12.833,-48.501,0.163,-181.789,1.791
12.834,-48.501,0.163,-181.789,1.789
12.852,-48.493,0.164,-181.789,1.786
12.854,-48.492,0.164,-181.789,1.789
12.854,-48.491,0.164,-181.789,1.789
12.855,-48.49,0.164,-181.789,1.788
12.856,-48.49,0.164,-181.789,1.79
12.858,-48.489,0.164,-181.789,1.79
12.879,-48.475,0.164,-187.173,1.792
12.88,-48.475,0.165,-187.173,1.825
12.88,-48.475,0.165,-187.173,1.826
12.881,-48.474,0.165,-187.173,1.825
12.883,-48.473,0.165,-187.173,1.821
12.885,-48.473,0.165,-187.173,1.818
12.894,-48.466,0.165,-190.665,1.816
12.895,-48.465,0.166,-190.665,1.834
12.896,-48.465,0.166,-190.665,1.835
12.896,-48.464,0.166,-190.665,1.838
12.896,-48.464,0.166,-190.665,1.832
12.897,-48.464,0.166,-190.665,1.833
12.903,-48.46,0.166,-188.846,1.835
12.904,-48.459,0.167,-188.846,1.823
12.904,-48.459,0.167,-188.846,1.823
12.904,-48.458,0.167,-188.846,1.828
12.904,-48.459,0.168,-188.846,1.827
12.905,-48.458,0.168,-188.846,1.83
12.909,-48.453,0.168,-188.846,1.838
12.909,-48.452,0.168,-188.846,1.837
12.909,-48.452,0.168,-198.838,1.837
12.909,-48.451,0.168,-198.838,1.896
12.91,-48.451,0.168,-198.838,1.896
12.91,-48.45,0.168,-198.838,1.896
12.911,-48.451,0.168,-198.838,1.893
12.911,-48.45,0.168,-198.838,1.892
12.925,-48.431,0.168,-198.838,1.899
12.926,-48.43,0.169,-198.838,1.9
12.926,-48.429,0.169,-194.483,1.899
12.927,-48.429,0.169,-194.483,1.872
12.927,-48.429,0.169,-194.483,1.871
12.927,-48.427,0.169,-194.483,1.869
12.934,-48.421,0.169,-197.461,1.877
12.934,-48.42,0.169,-197.461,1.896
12.935,-48.42,0.169,-197.461,1.894
12.935,-48.419,0.169,-197.461,1.892
12.935,-48.419,0.169,-197.461,1.892
12.935,-48.419,0.169,-197.461,1.89
12.939,-48.412,0.169,-195.894,1.888
12.939,-48.412,0.17,-195.894,1.881
12.94,-48.411,0.17,-195.894,1.88
12.94,-48.411,0.17,-195.894,1.88
12.94,-48.41,0.17,-197.768,1.879
12.941,-48.41,0.17,-197.768,1.89
12.941,-48.409,0.17,-197.768,1.89
12.946,-48.401,0.17,-197.768,1.888
12.946,-48.401,0.17,-197.768,1.888
12.946,-48.4,0.17,-197.768,1.889
12.946,-48.399,0.17,-197.768,1.887
12.946,-48.399,0.17,-197.768,1.888
12.946,-48.399,0.17,-197.768,1.888
12.947,-48.398,0.17,-197.768,1.888
12.947,-48.397,0.17,-197.768,1.888
12.953,-48.386,0.17,-197.768,1.889
12.953,-48.386,0.171,-202.587,1.889
12.954,-48.385,0.171,-202.587,1.915
12.955,-48.384,0.171,-202.587,1.916
12.955,-48.384,0.171,-202.587,1.917
12.955,-48.383,0.171,-202.587,1.915
12.974,-48.362,0.171,-202.587,1.916
12.975,-48.362,0.172,-202.587,1.918
12.975,-48.361,0.172,-202.587,1.918
12.976,-48.36,0.172,-202.587,1.916
12.976,-48.36,0.172,-202.587,1.916
12.976,-48.36,0.172,-202.587,1.917
12.977,-48.359,0.172,-202.587,1.917
12.988,-48.349,0.172,-202.587,1.917
12.988,-48.348,0.172,-204.397,1.917
12.989,-48.347,0.172,-204.397,1.926
12.989,-48.347,0.172,-204.397,1.927
12.99,-48.346,0.172,-204.397,1.927
12.99,-48.345,0.172,-204.397,1.927
12.991,-48.344,0.172,-204.397,1.929
13.006,-48.332,0.172,-204.397,1.925
13.007,-48.331,0.173,-204.397,1.924
13.008,-48.331,0.173,-204.397,1.925
13.008,-48.331,0.173,-204.397,1.926
13.009,-48.33,0.173,-204.397,1.925
13.01,-48.33,0.173,-204.397,1.926
13.01,-48.329,0.173,-204.397,1.926
13.011,-48.329,0.173,-204.397,1.927
13.012,-48.329,0.173,-204.397,1.927
13.013,-48.329,0.173,-204.397,1.927
13.028,-48.32,0.173,-204.397,1.924
13.03,-48.318,0.173,-204.397,1.924
13.03,-48.318,0.173,-204.397,1.924
13.031,-48.317,0.173,-204.397,1.923
13.032,-48.317,0.173,-204.397,1.92
13.032,-48.317,0.173,-204.397,1.919
13.033,-48.316,0.173,-204.397,1.922
13.034,-48.316,0.173,-204.397,1.922
13.035,-48.315,0.173,-204.397,1.922
13.056,-48.302,0.173,-204.397,1.917
13.059,-48.3,0.174,-211.836,1.916
13.061,-48.299,0.175,-211.836,1.959
13.063,-48.298,0.175,-211.836,1.961
13.064,-48.297,0.175,-211.836,1.962
13.064,-48.297,0.175,-211.836,1.96
13.086,-48.283,0.175,-211.836,1.952
13.087,-48.282,0.176,-211.901,1.952
13.088,-48.281,0.176,-211.901,1.951
13.09,-48.28,0.176,-211.901,1.951
13.091,-48.281,0.176,-211.901,1.947
13.093,-48.28,0.177,-212.09,1.94
13.093,-48.28,0.177,-212.09,1.939
13.095,-48.28,0.177,-212.09,1.936
13.112,-48.27,0.177,-216.779,1.954
13.113,-48.27,0.179,-216.779,1.983
13.115,-48.269,0.179,-216.779,1.982
13.115,-48.269,0.18,-216.779,1.983
13.115,-48.269,0.18,-216.779,1.984
13.117,-48.269,0.18,-216.779,1.977
13.117,-48.268,0.18,-223.05,1.978
13.125,-48.266,0.18,-223.05,1.997
13.126,-48.267,0.183,-223.05,1.994
13.126,-48.267,0.183,-223.05,1.997
13.126,-48.267,0.183,-223.05,1.999
13.126,-48.266,0.183,-223.05,1.996
13.127,-48.266,0.184,-223.05,1.997
13.127,-48.267,0.184,-223.05,2.001
13.135,-48.265,0.184,-223.05,2.019
13.136,-48.265,0.185,-222.433,2.017
13.137,-48.265,0.185,-222.433,2.014
13.138,-48.264,0.185,-222.433,2.014
13.139,-48.264,0.185,-222.433,2.016
13.14,-48.264,0.186,-222.433,2.016
13.155,-48.256,0.186,-228.264,2.02
13.156,-48.255,0.187,-228.264,2.054
13.157,-48.255,0.187,-228.264,2.051
13.157,-48.255,0.187,-228.264,2.05
13.158,-48.254,0.187,-228.264,2.053
13.159,-48.254,0.187,-228.264,2.051
13.16,-48.253,0.187,-228.264,2.052
13.179,-48.244,0.187,-241.325,2.049
13.18,-48.243,0.188,-241.325,2.12
13.181,-48.243,0.188,-241.325,2.117
13.182,-48.242,0.188,-241.325,2.117
13.184,-48.242,0.188,-241.325,2.115
13.184,-48.241,0.188,-238.241,2.114
13.185,-48.241,0.188,-238.241,2.097
13.186,-48.241,0.189,-238.241,2.094
13.187,-48.24,0.189,-238.241,2.094
13.209,-48.229,0.189,-238.241,2.086
13.21,-48.229,0.191,-238.241,2.085
13.212,-48.227,0.191,-238.241,2.085
13.214,-48.227,0.191,-238.241,2.087
13.216,-48.226,0.191,-238.241,2.086
13.217,-48.226,0.191,-238.241,2.084
13.233,-48.219,0.191,-228.333,2.085
13.234,-48.218,0.194,-228.333,2.031
13.234,-48.218,0.194,-228.333,2.028
13.234,-48.217,0.194,-228.333,2.028
13.235,-48.217,0.194,-228.333,2.027
13.236,-48.216,0.194,-228.333,2.028
13.236,-48.215,0.195,-228.333,2.031
13.253,-48.204,0.195,-228.333,2.045
13.254,-48.203,0.196,-231.434,2.049
13.254,-48.202,0.196,-231.434,2.064
13.255,-48.201,0.196,-231.434,2.062
13.256,-48.201,0.196,-231.434,2.061
13.256,-48.2,0.196,-231.434,2.061
13.263,-48.191,0.196,-231.434,2.055
13.264,-48.191,0.198,-199.827,2.056
13.265,-48.189,0.198,-199.827,1.879
13.265,-48.189,0.199,-199.827,1.881
13.265,-48.189,0.199,-199.827,1.879
13.265,-48.188,0.199,-199.827,1.881
13.266,-48.187,0.199,-199.827,1.888
13.266,-48.186,0.199,-199.827,1.895
13.266,-48.186,0.199,-199.827,1.9
13.279,-48.174,0.199,-199.827,1.905
13.279,-48.173,0.199,-199.827,1.909
13.28,-48.172,0.199,-199.827,1.906
13.28,-48.171,0.199,-199.827,1.907
13.28,-48.17,0.199,-199.827,1.907
13.28,-48.169,0.199,-199.827,1.906
13.286,-48.158,0.199,-204.066,1.9
13.286,-48.158,0.199,-204.066,1.925
13.287,-48.157,0.199,-204.066,1.925
13.287,-48.157,0.199,-204.066,1.926
13.287,-48.156,0.199,-204.066,1.929
13.288,-48.155,0.199,-204.066,1.929
13.288,-48.154,0.199,-204.066,1.928
13.295,-48.141,0.199,-182.527,0
13.296,-48.14,0.2,-182.527,1.798
13.296,-48.14,0.2,-182.527,1.798
13.296,-48.139,0.2,-182.527,1.799
13.297,-48.138,0.2,-182.527,1.802
13.298,-48.138,0.2,-182.527,1.81
13.298,-48.137,0.2,-182.527,1.812
13.298,-48.137,0.2,-182.527,1.816
13.308,-48.126,0.2,-180.34,1.809
13.309,-48.126,0.199,-180.34,1.799
13.309,-48.125,0.199,-180.34,1.798
13.31,-48.125,0.199,-180.34,1.795
13.31,-48.124,0.199,-180.34,1.792
13.31,-48.124,0.199,-180.34,1.793
13.318,-48.115,0.199,-180.34,1.798
13.319,-48.114,0.199,-187.273,1.792
13.32,-48.114,0.199,-187.273,1.837
13.32,-48.113,0.199,-187.273,1.836
13.321,-48.112,0.199,-187.273,1.837
13.322,-48.112,0.199,-187.273,1.838
13.322,-48.111,0.199,-187.273,1.835
13.332,-48.105,0.199,-179.802,1.827
13.332,-48.105,0.199,-179.802,1.783
13.333,-48.104,0.199,-179.802,1.783
13.334,-48.104,0.199,-179.802,1.785
13.334,-48.103,0.199,-179.802,1.787
13.336,-48.103,0.199,-179.802,1.789
13.344,-48.098,0.199,-175.639,1.788
13.344,-48.097,0.199,-175.639,1.767
13.344,-48.097,0.199,-175.639,1.766
13.345,-48.097,0.199,-175.639,1.767
13.346,-48.097,0.199,-175.639,1.767
13.346,-48.096,0.199,-177.792,1.77
13.35,-48.093,0.198,-177.792,1.775
13.351,-48.093,0.198,-177.792,1.775
13.351,-48.093,0.198,-177.792,1.775
13.351,-48.093,0.198,-177.792,1.775
13.351,-48.093,0.198,-177.792,1.775
13.351,-48.093,0.198,-177.792,1.775
13.356,-48.091,0.198,-177.792,1.781
13.357,-48.091,0.198,-186.296,1.778
13.357,-48.091,0.198,-186.296,1.83
13.358,-48.09,0.198,-186.296,1.832
13.358,-48.09,0.198,-186.296,1.834
13.359,-48.09,0.198,-186.296,1.831
13.372,-48.084,0.198,-186.296,1.824
13.374,-48.083,0.198,-186.296,1.823
13.374,-48.083,0.198,-186.296,1.825
13.376,-48.082,0.198,-186.296,1.823
13.376,-48.082,0.199,-186.296,1.823
13.377,-48.081,0.199,-186.296,1.823
13.377,-48.081,0.199,-186.296,1.823
13.394,-48.072,0.199,-186.226,1.818
13.396,-48.069,0.199,-186.226,1.818
13.397,-48.069,0.199,-186.226,1.817
13.399,-48.068,0.199,-186.226,1.819
13.4,-48.067,0.199,-186.226,1.819
13.401,-48.067,0.199,-186.226,1.814
13.402,-48.066,0.199,-186.226,1.816
13.424,-48.048,0.199,-186.226,1.815
13.425,-48.048,0.2,-186.132,1.816
13.426,-48.048,0.2,-186.132,1.817
13.427,-48.047,0.2,-186.132,1.817
13.428,-48.045,0.2,-186.132,1.816
13.43,-48.044,0.2,-186.132,1.816
13.43,-48.044,0.2,-186.132,1.816
13.431,-48.043,0.2,-186.132,1.816
13.45,-48.013,0.2,-186.132,1.819
13.451,-48.012,0.201,-186.3,1.818
13.452,-48.01,0.201,-186.3,1.82
13.451,-48.009,0.201,-186.3,1.819
13.452,-48.009,0.202,-186.3,1.821
13.452,-48.008,0.202,-186.3,1.82
13.455,-47.997,0.202,-192.417,1.822
13.455,-47.996,0.202,-192.417,1.859
13.455,-47.996,0.202,-192.417,1.859
13.455,-47.995,0.202,-192.417,1.859
13.455,-47.995,0.202,-192.417,1.861
13.455,-47.995,0.202,-192.417,1.86
13.455,-47.994,0.202,-192.417,1.86
13.463,-47.985,0.202,-192.417,1.862
13.464,-47.984,0.202,-192.417,1.861
13.465,-47.984,0.202,-192.417,1.861
13.465,-47.984,0.202,-192.417,1.86
13.466,-47.983,0.202,-192.417,1.862
13.467,-47.983,0.202,-192.417,1.86
13.467,-47.983,0.202,-192.417,1.861
13.482,-47.978,0.202,-192.417,1.863
13.482,-47.977,0.203,-192.417,1.862
13.482,-47.977,0.203,-192.417,1.861
13.484,-47.977,0.203,-192.417,1.863
13.484,-47.977,0.203,-198.379,1.863
13.485,-47.977,0.203,-198.379,1.899
13.486,-47.976,0.203,-198.379,1.897
13.486,-47.976,0.203,-198.379,1.897
13.5,-47.974,0.203,-198.379,1.895
13.5,-47.974,0.203,-198.379,1.897
13.501,-47.974,0.203,-192.578,1.898
13.501,-47.974,0.203,-192.578,1.864
13.501,-47.973,0.203,-192.578,1.864
13.502,-47.973,0.203,-192.578,1.865
13.503,-47.973,0.203,-192.578,1.858
13.514,-47.972,0.203,-192.578,1.865
13.514,-47.972,0.203,-191.759,1.865
13.515,-47.972,0.203,-191.759,1.86
13.515,-47.971,0.203,-191.759,1.866
13.516,-47.971,0.203,-191.759,1.863
13.517,-47.971,0.203,-191.759,1.862
13.524,-47.969,0.203,-191.759,1.861
13.525,-47.969,0.203,-191.759,1.861
13.526,-47.969,0.203,-191.759,1.861
13.526,-47.969,0.203,-191.759,1.861
13.526,-47.969,0.203,-191.759,1.861
13.526,-47.969,0.203,-191.759,1.861
13.527,-47.969,0.203,-191.759,1.861
13.529,-47.969,0.203,-197.352,1.86
13.529,-47.969,0.203,-197.352,1.893
13.529,-47.969,0.203,-197.352,1.893
13.529,-47.969,0.203,-197.352,1.893
13.529,-47.969,0.203,-197.352,1.893
13.529,-47.969,0.203,-194.674,1.893
13.53,-47.969,0.203,-194.674,1.878
13.53,-47.97,0.203,-194.674,1.878
13.53,-47.97,0.203,-191.757,1.878
13.53,-47.97,0.203,-191.757,1.86
13.53,-47.97,0.203,-191.757,1.86
13.53,-47.97,0.203,-191.757,1.86
13.53,-47.97,0.203,-191.757,1.86
13.53,-47.97,0.203,-193.863,1.86
13.53,-47.97,0.203,-193.863,1.873
13.529,-47.97,0.203,-193.863,1.873
13.529,-47.97,0.203,-193.706,1.873
13.529,-47.97,0.203,-193.706,1.872
13.529,-47.969,0.203,-193.706,1.871
13.529,-47.969,0.203,-193.706,1.87
13.529,-47.969,0.203,-193.706,1.871
13.529,-47.969,0.203,-193.706,1.871
13.528,-47.969,0.203,-193.706,1.872
13.528,-47.969,0.203,-192.955,1.871
13.528,-47.969,0.203,-192.955,1.865
13.528,-47.969,0.203,-192.955,1.866
13.528,-47.969,0.203,-192.955,1.867
13.528,-47.969,0.203,-192.955,1.867
13.528,-47.969,0.203,-192.955,1.867
13.528,-47.969,0.203,-192.955,1.867
13.528,-47.966,0.203,-192.955,1.866
13.528,-47.966,0.203,-193.182,1.865
13.528,-47.966,0.203,-193.182,1.868
13.527,-47.966,0.203,-192.633,1.867
13.527,-47.966,0.203,-192.633,1.863
13.527,-47.966,0.203,-192.633,1.864
13.527,-47.961,0.203,-192.633,1.864
13.526,-47.96,0.203,-191.643,1.863
13.526,-47.96,0.203,-191.643,1.857
13.526,-47.96,0.203,-191.643,1.858
13.526,-47.96,0.203,-191.643,1.857
13.526,-47.96,0.203,-191.643,1.857
13.526,-47.96,0.203,-191.643,1.852
13.526,-47.955,0.203,-191.223,1.856
13.526,-47.954,0.203,-191.223,1.854
13.526,-47.954,0.203,-191.223,1.854
13.526,-47.953,0.203,-191.223,1.854
13.526,-47.953,0.203,-191.223,1.853
13.526,-47.953,0.203,-191.223,1.854
13.526,-47.953,0.203,-191.223,1.853
13.527,-47.946,0.203,-193,1.854
13.527,-47.945,0.204,-193,1.864
13.527,-47.945,0.204,-193,1.865
13.527,-47.944,0.204,-193,1.865
13.526,-47.944,0.204,-193,1.864
13.526,-47.944,0.204,-193,1.865
13.526,-47.937,0.204,-193,1.864
13.526,-47.937,0.204,-193,1.864
13.526,-47.937,0.204,-193,1.864
13.526,-47.936,0.204,-193,1.864
13.526,-47.936,0.204,-193,1.865
13.526,-47.935,0.204,-193,1.864
13.526,-47.935,0.204,-193,1.864
13.526,-47.932,0.204,-194.627,1.865
13.526,-47.932,0.204,-194.627,1.876
13.526,-47.932,0.204,-194.627,1.876
13.526,-47.931,0.204,-194.627,1.875
13.526,-47.931,0.204,-194.627,1.875
13.526,-47.931,0.204,-194.627,1.875
13.526,-47.931,0.204,-194.627,1.876
13.526,-47.93,0.204,-194.627,1.875
13.526,-47.929,0.204,-194.487,1.876
13.526,-47.929,0.204,-194.487,1.876
13.526,-47.928,0.204,-194.487,1.874
13.526,-47.927,0.204,-194.487,1.878
13.526,-47.927,0.204,-194.487,1.879
13.526,-47.927,0.204,-194.487,1.878
13.527,-47.927,0.204,-195.064,1.874
13.527,-47.927,0.205,-195.064,1.876
13.528,-47.926,0.205,-195.064,1.883
13.528,-47.926,0.204,-195.064,1.882
