Experiment	bias spectroscopy	
-33.500016E-3	-7.3745914E-12	1.5775007E+0	1.5605592E+0	-33.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-4.2971787E+0	379.72999E-15	0.0000000E+0	3.3270002E-3	985.20508E-15	2.4677445E-12	-7.6687155E-12	1.5774956E+0	1.5605893E+0	-33.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	66.733513E+0	740.77468E-15	0.0000000E+0	3.3270002E-3	975.73523E-15	2.5328912E-12
-27.999997E-3	-6.3014403E-12	1.5774974E+0	1.5605613E+0	-28.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	28.734030E+0	628.52729E-15	0.0000000E+0	3.3270002E-3	964.32031E-15	2.4821052E-12	-6.4940917E-12	1.5774992E+0	1.5605918E+0	-28.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-6.5986586E+0	393.72745E-15	0.0000000E+0	3.3270002E-3	1.0409445E-12	2.4996836E-12
-22.500038E-3	-5.2672419E-12	1.5775000E+0	1.5605606E+0	-22.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-75.749130E+0	431.78243E-15	0.0000000E+0	3.3270002E-3	1.0452753E-12	2.4683565E-12	-5.3135326E-12	1.5775020E+0	1.5605919E+0	-22.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	33.263561E+0	403.51091E-15	0.0000000E+0	3.3270002E-3	1.0612421E-12	2.4379147E-12
-17.000020E-3	-4.0643994E-12	1.5774982E+0	1.5605619E+0	-17.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	63.997105E+0	348.79803E-15	0.0000000E+0	3.3270002E-3	1.2044089E-12	2.4576309E-12	-3.9692633E-12	1.5775057E+0	1.5605918E+0	-17.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	96.861145E+0	505.17110E-15	0.0000000E+0	3.3270002E-3	1.2131905E-12	2.4908118E-12
-11.500001E-3	-2.8289168E-12	1.5774963E+0	1.5605569E+0	-11.500011E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.739712E+0	592.95526E-15	0.0000000E+0	3.3270002E-3	1.2676421E-12	2.5834543E-12	-2.7766327E-12	1.5775136E+0	1.5605949E+0	-11.500011E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-10.575468E+0	726.46799E-15	0.0000000E+0	3.3270002E-3	1.2940043E-12	2.5473267E-12
-6.0000420E-3	-1.5810025E-12	1.5774984E+0	1.5605597E+0	-6.0000108E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	8.7461748E+0	748.17100E-15	0.0000000E+0	3.3270002E-3	1.3237523E-12	2.5263027E-12	-1.4015706E-12	1.5775049E+0	1.5605887E+0	-6.0000108E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	109.11071E+0	344.70902E-15	0.0000000E+0	3.3270002E-3	1.2539137E-12	2.5456323E-12
-500.02337E-6	-218.21591E-15	1.5775021E+0	1.5605578E+0	-500.01085E-6	-730.40786E-9	-446.37332E-9	-76.753238E-9	1.3659085E+0	570.59267E-15	0.0000000E+0	3.3270002E-3	1.2640575E-12	2.5183607E-12	-175.63316E-15	1.5775126E+0	1.5605915E+0	-500.01085E-6	-730.40786E-9	-446.37332E-9	-76.753238E-9	86.088318E+0	547.80318E-15	0.0000000E+0	3.3270002E-3	1.2626721E-12	2.5136423E-12
4.9999952E-3	1.0601304E-12	1.5774952E+0	1.5605658E+0	4.9999892E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-115.14642E+0	747.05726E-15	0.0000000E+0	3.3270002E-3	1.2157553E-12	2.5423717E-12	1.1243255E-12	1.5775083E+0	1.5605855E+0	4.9999892E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	47.237991E+0	473.60407E-15	0.0000000E+0	3.3270002E-3	1.2827496E-12	2.4930873E-12
10.499954E-3	2.4398209E-12	1.5774986E+0	1.5605659E+0	10.499990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-7.0827041E+0	583.89844E-15	0.0000000E+0	3.3270002E-3	1.1263085E-12	2.5394066E-12	2.3991111E-12	1.5775001E+0	1.5605909E+0	10.499990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-19.331221E+0	384.02330E-15	0.0000000E+0	3.3270002E-3	1.3227713E-12	2.4779434E-12
15.999973E-3	3.7998276E-12	1.5774984E+0	1.5605658E+0	15.999990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	96.278145E+0	642.39179E-15	0.0000000E+0	3.3270002E-3	1.2668194E-12	2.5102208E-12	3.7040709E-12	1.5775042E+0	1.5605938E+0	15.999990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	10.622252E+0	504.40620E-15	0.0000000E+0	3.3270002E-3	1.2296051E-12	2.5236584E-12
21.499991E-3	5.0482877E-12	1.5775032E+0	1.5605648E+0	21.499990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-20.570354E+0	442.35934E-15	0.0000000E+0	3.3270002E-3	1.2060830E-12	2.5500845E-12	5.0570572E-12	1.5775034E+0	1.5605892E+0	21.499990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	33.898144E+0	595.64501E-15	0.0000000E+0	3.3270002E-3	1.2782417E-12	2.5012702E-12
26.999950E-3	6.3956015E-12	1.5775005E+0	1.5605654E+0	26.999990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	45.882126E+0	457.57544E-15	0.0000000E+0	3.3270002E-3	1.0960404E-12	2.5155767E-12	6.3628937E-12	1.5774968E+0	1.5605832E+0	26.999990E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	106.19854E+0	363.07960E-15	0.0000000E+0	3.3270002E-3	1.2112466E-12	2.4818218E-12
32.499969E-3	7.5647752E-12	1.5774968E+0	1.5605627E+0	32.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	61.834831E+0	355.86744E-15	0.0000000E+0	3.3270002E-3	1.1545868E-12	2.5665674E-12	7.7077320E-12	1.5774971E+0	1.5605886E+0	32.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-26.514822E+0	417.76920E-15	0.0000000E+0	3.3270002E-3	1.1300509E-12	2.5167661E-12
37.999988E-3	8.5854466E-12	1.5774943E+0	1.5605695E+0	37.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	64.730568E+0	481.21061E-15	0.0000000E+0	3.3270002E-3	1.1117044E-12	2.4814202E-12	8.8811285E-12	1.5774926E+0	1.5605835E+0	37.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-37.816486E+0	491.03576E-15	0.0000000E+0	3.3270002E-3	1.1571007E-12	2.4905562E-12
43.499947E-3	9.7147212E-12	1.5774943E+0	1.5605698E+0	43.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	39.395256E+0	476.19677E-15	0.0000000E+0	3.3270002E-3	1.1233966E-12	2.5001127E-12	10.045384E-12	1.5774974E+0	1.5605792E+0	43.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	45.568810E+0	633.85560E-15	0.0000000E+0	3.3270002E-3	1.1323419E-12	2.5164972E-12
48.999965E-3	10.891207E-12	1.5774990E+0	1.5605659E+0	48.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	2.7033639E+0	335.99105E-15	0.0000000E+0	3.3270002E-3	1.1707262E-12	2.5114088E-12	11.241739E-12	1.5775018E+0	1.5605855E+0	48.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	7.9858050E+0	586.83695E-15	0.0000000E+0	3.3270002E-3	1.1461060E-12	2.4665656E-12
54.499984E-3	12.228020E-12	1.5775065E+0	1.5605750E+0	54.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	35.050739E+0	541.67825E-15	0.0000000E+0	3.3270002E-3	1.2291083E-12	2.4791167E-12	12.413505E-12	1.5775046E+0	1.5605897E+0	54.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-26.080130E+0	393.60813E-15	0.0000000E+0	3.3270002E-3	1.1318325E-12	2.4718222E-12
59.999943E-3	13.565758E-12	1.5775039E+0	1.5605693E+0	59.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	2.0542877E+0	440.39983E-15	0.0000000E+0	3.3270002E-3	1.1690148E-12	2.5072505E-12	13.620914E-12	1.5775061E+0	1.5605903E+0	59.999991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-42.435181E+0	491.04140E-15	0.0000000E+0	3.3270002E-3	1.2790611E-12	2.5009419E-12
65.499961E-3	14.858548E-12	1.5774932E+0	1.5605716E+0	65.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	68.858070E+0	487.08216E-15	0.0000000E+0	3.3270002E-3	1.2367725E-12	2.4383291E-12	14.884921E-12	1.5775095E+0	1.5605838E+0	65.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-72.556122E+0	584.97879E-15	0.0000000E+0	3.3270002E-3	1.3096771E-12	2.5010564E-12
70.999980E-3	16.157841E-12	1.5774938E+0	1.5605654E+0	70.999987E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-32.277824E+0	475.65765E-15	0.0000000E+0	3.3270002E-3	1.1820855E-12	2.5830755E-12	16.154217E-12	1.5775068E+0	1.5605832E+0	70.999987E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-89.363365E+0	596.16228E-15	0.0000000E+0	3.3270002E-3	1.2663749E-12	2.5020804E-12
76.499999E-3	17.389278E-12	1.5774931E+0	1.5605683E+0	76.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	7.3887081E+0	415.29199E-15	0.0000000E+0	3.3270002E-3	1.1301619E-12	2.5158974E-12	17.521047E-12	1.5775064E+0	1.5605822E+0	76.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-12.654880E+0	417.46375E-15	0.0000000E+0	3.3270002E-3	1.1901230E-12	2.5452867E-12
81.999958E-3	18.687810E-12	1.5774924E+0	1.5605670E+0	81.999987E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	27.320705E+0	546.57103E-15	0.0000000E+0	3.3270002E-3	1.1596582E-12	2.5694399E-12	18.821646E-12	1.5775124E+0	1.5605837E+0	81.999987E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-75.383469E+0	634.46362E-15	0.0000000E+0	3.3270002E-3	1.1678670E-12	2.5713132E-12
87.499976E-3	19.872534E-12	1.5774950E+0	1.5605698E+0	87.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	50.935684E+0	628.95815E-15	0.0000000E+0	3.3270002E-3	1.1526651E-12	2.5094735E-12	20.050586E-12	1.5775034E+0	1.5605887E+0	87.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	47.225674E+0	466.96127E-15	0.0000000E+0	3.3270002E-3	1.0803650E-12	2.4746622E-12
92.999995E-3	20.825390E-12	1.5774945E+0	1.5605710E+0	92.999995E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	79.431015E+0	616.65348E-15	0.0000000E+0	3.3270002E-3	953.72896E-15	2.5928732E-12	21.175799E-12	1.5774968E+0	1.5605928E+0	92.999995E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-53.756741E+0	418.72343E-15	0.0000000E+0	3.3270002E-3	1.0216070E-12	2.4796996E-12
98.499954E-3	21.771980E-12	1.5775043E+0	1.5605738E+0	98.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-32.634563E+0	672.85473E-15	0.0000000E+0	3.3270002E-3	965.57322E-15	2.4325873E-12	22.202809E-12	1.5775000E+0	1.5605860E+0	98.499991E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	47.985321E+0	529.93889E-15	0.0000000E+0	3.3270002E-3	907.94348E-15	2.5136757E-12
103.99997E-3	22.634981E-12	1.5774925E+0	1.5605719E+0	103.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-47.956112E+0	642.01216E-15	0.0000000E+0	3.3270002E-3	848.80784E-15	2.5308301E-12	23.308038E-12	1.5775100E+0	1.5605874E+0	103.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	420.54704E-3	484.13666E-15	0.0000000E+0	3.3270002E-3	961.08061E-15	2.5559680E-12
109.49999E-3	23.631696E-12	1.5774989E+0	1.5605692E+0	109.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-24.866816E+0	460.52496E-15	0.0000000E+0	3.3270002E-3	1.0337977E-12	2.4872352E-12	24.231171E-12	1.5775007E+0	1.5605816E+0	109.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-26.544613E+0	533.24218E-15	0.0000000E+0	3.3270002E-3	946.72631E-15	2.4822501E-12
114.99995E-3	24.623893E-12	1.5774970E+0	1.5605731E+0	114.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-65.453102E+0	385.53606E-15	0.0000000E+0	3.3270002E-3	899.70918E-15	2.5678095E-12	25.205728E-12	1.5774996E+0	1.5605835E+0	114.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-47.336952E+0	652.40315E-15	0.0000000E+0	3.3270002E-3	951.10866E-15	2.4991569E-12
120.49997E-3	25.918238E-12	1.5774986E+0	1.5605737E+0	120.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	31.319153E+0	468.73790E-15	0.0000000E+0	3.3270002E-3	967.84267E-15	2.5210363E-12	26.065467E-12	1.5774968E+0	1.5605882E+0	120.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-36.404400E+0	406.18686E-15	0.0000000E+0	3.3270002E-3	892.47322E-15	2.5721359E-12
125.99999E-3	26.897026E-12	1.5774956E+0	1.5605720E+0	125.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-37.904011E+0	425.67929E-15	0.0000000E+0	3.3270002E-3	991.36595E-15	2.4358612E-12	27.014108E-12	1.5775000E+0	1.5605862E+0	125.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-6.9354248E+0	632.38352E-15	0.0000000E+0	3.3270002E-3	899.04353E-15	2.5706000E-12
131.49995E-3	27.862218E-12	1.5774928E+0	1.5605732E+0	131.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	24.188473E+0	499.35338E-15	0.0000000E+0	3.3270002E-3	967.18510E-15	2.5260267E-12	28.088672E-12	1.5774937E+0	1.5605915E+0	131.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-18.607084E+0	369.99345E-15	0.0000000E+0	3.3270002E-3	1.0185077E-12	2.5042214E-12
136.99996E-3	28.972370E-12	1.5775013E+0	1.5605801E+0	136.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	34.379063E+0	702.43415E-15	0.0000000E+0	3.3270002E-3	986.38372E-15	2.4647957E-12	29.098389E-12	1.5774977E+0	1.5605888E+0	136.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-4.8874259E+0	409.61695E-15	0.0000000E+0	3.3270002E-3	1.0066091E-12	2.4690924E-12
142.49998E-3	29.971629E-12	1.5775023E+0	1.5605783E+0	142.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	68.640366E+0	435.33859E-15	0.0000000E+0	3.3270002E-3	947.37391E-15	2.4789545E-12	30.177784E-12	1.5775019E+0	1.5605825E+0	142.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	8.0060320E+0	359.59747E-15	0.0000000E+0	3.3270002E-3	911.96126E-15	2.4858592E-12
148.00000E-3	30.959492E-12	1.5774978E+0	1.5605772E+0	147.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-54.595276E+0	566.74365E-15	0.0000000E+0	3.3270002E-3	1.0124544E-12	2.4897547E-12	31.277578E-12	1.5775042E+0	1.5605885E+0	147.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	5.5427871E+0	501.55453E-15	0.0000000E+0	3.3270002E-3	952.42922E-15	2.4553532E-12
153.49996E-3	31.891861E-12	1.5774983E+0	1.5605699E+0	153.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	87.186287E+0	912.55855E-15	0.0000000E+0	3.3270002E-3	887.90097E-15	2.5489469E-12	32.155587E-12	1.5775019E+0	1.5605873E+0	153.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	25.757790E+0	446.13762E-15	0.0000000E+0	3.3270002E-3	854.97635E-15	2.5172856E-12
158.99998E-3	32.748370E-12	1.5774987E+0	1.5605743E+0	158.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	30.098511E+0	502.97158E-15	0.0000000E+0	3.3270002E-3	926.62217E-15	2.4564940E-12	33.220274E-12	1.5775075E+0	1.5605818E+0	158.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	46.350353E+0	464.17964E-15	0.0000000E+0	3.3270002E-3	920.21811E-15	2.5240639E-12
164.50000E-3	33.641583E-12	1.5775026E+0	1.5605689E+0	164.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-1.1333172E+0	475.21226E-15	0.0000000E+0	3.3270002E-3	927.88884E-15	2.4726172E-12	34.180533E-12	1.5775043E+0	1.5605851E+0	164.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	37.481068E+0	731.91805E-15	0.0000000E+0	3.3270002E-3	974.89735E-15	2.5023694E-12
169.99996E-3	34.597516E-12	1.5775012E+0	1.5605668E+0	169.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	41.570465E+0	712.24737E-15	0.0000000E+0	3.3270002E-3	937.07681E-15	2.4499690E-12	35.197411E-12	1.5775030E+0	1.5605863E+0	169.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-79.178963E+0	623.51860E-15	0.0000000E+0	3.3270002E-3	910.40164E-15	2.4967908E-12
175.49998E-3	35.652835E-12	1.5774993E+0	1.5605770E+0	175.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	2.9524789E+0	271.80658E-15	0.0000000E+0	3.3270002E-3	975.77014E-15	2.5142778E-12	36.120756E-12	1.5775068E+0	1.5605873E+0	175.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-81.442818E+0	370.48066E-15	0.0000000E+0	3.3270002E-3	918.91544E-15	2.5166076E-12
180.99999E-3	36.836218E-12	1.5774992E+0	1.5605730E+0	180.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-46.981815E+0	467.22570E-15	0.0000000E+0	3.3270002E-3	979.10222E-15	2.5975613E-12	37.060872E-12	1.5775045E+0	1.5605820E+0	180.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	25.017128E+0	435.08811E-15	0.0000000E+0	3.3270002E-3	890.69746E-15	2.5270059E-12
186.49995E-3	37.890822E-12	1.5775020E+0	1.5605692E+0	186.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-54.601025E+0	389.63705E-15	0.0000000E+0	3.3270002E-3	868.52514E-15	2.4860569E-12	38.136227E-12	1.5774974E+0	1.5605810E+0	186.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-4.0124917E+0	595.24342E-15	0.0000000E+0	3.3270002E-3	873.09869E-15	2.4919162E-12
191.99997E-3	38.688181E-12	1.5775017E+0	1.5605692E+0	191.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-64.992386E+0	473.23262E-15	0.0000000E+0	3.3270002E-3	863.29771E-15	2.5396729E-12	39.113792E-12	1.5774987E+0	1.5605839E+0	191.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	63.159931E+0	649.54124E-15	0.0000000E+0	3.3270002E-3	911.61410E-15	2.5299485E-12
197.49999E-3	39.582795E-12	1.5775030E+0	1.5605632E+0	197.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-8.5435009E+0	437.72006E-15	0.0000000E+0	3.3270002E-3	921.17741E-15	2.4471451E-12	40.030187E-12	1.5774927E+0	1.5605842E+0	197.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-55.035007E+0	442.38967E-15	0.0000000E+0	3.3270002E-3	853.42670E-15	2.5795494E-12
202.99995E-3	40.411171E-12	1.5775020E+0	1.5605724E+0	202.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	37.836250E+0	494.91639E-15	0.0000000E+0	3.3270002E-3	843.17265E-15	2.5558603E-12	40.933115E-12	1.5775014E+0	1.5605901E+0	202.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	65.538666E+0	507.66623E-15	0.0000000E+0	3.3270002E-3	839.16505E-15	2.4871589E-12
208.49997E-3	41.254840E-12	1.5775026E+0	1.5605711E+0	208.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-14.349118E+0	612.33223E-15	0.0000000E+0	3.3270002E-3	743.82552E-15	2.4563734E-12	41.693760E-12	1.5774964E+0	1.5605867E+0	208.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	81.038750E+0	499.29342E-15	0.0000000E+0	3.3270002E-3	749.42130E-15	2.5517808E-12
213.99999E-3	41.989471E-12	1.5775003E+0	1.5605756E+0	213.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	59.233719E+0	275.55483E-15	0.0000000E+0	3.3270002E-3	722.25667E-15	2.4965824E-12	42.511598E-12	1.5774932E+0	1.5605885E+0	213.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-29.756536E+0	413.82422E-15	0.0000000E+0	3.3270002E-3	737.95901E-15	2.4947006E-12
219.49995E-3	42.745345E-12	1.5775048E+0	1.5605779E+0	219.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	26.424551E+0	403.80476E-15	0.0000000E+0	3.3270002E-3	582.08175E-15	2.5198476E-12	43.250077E-12	1.5774943E+0	1.5605820E+0	219.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	101.05347E+0	747.06522E-15	0.0000000E+0	3.3270002E-3	718.63408E-15	2.5163959E-12
224.99996E-3	43.491984E-12	1.5775002E+0	1.5605763E+0	224.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	968.46032E-3	401.68492E-15	0.0000000E+0	3.3270002E-3	664.41319E-15	2.5097032E-12	44.016048E-12	1.5774935E+0	1.5605860E+0	224.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	49.941563E+0	350.93765E-15	0.0000000E+0	3.3270002E-3	702.60052E-15	2.5058714E-12
230.49998E-3	44.162719E-12	1.5774952E+0	1.5605751E+0	230.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-15.430223E+0	796.79096E-15	0.0000000E+0	3.3270002E-3	627.59981E-15	2.5530166E-12	44.556029E-12	1.5774941E+0	1.5605793E+0	230.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-1.5945034E+0	393.76008E-15	0.0000000E+0	3.3270002E-3	642.47430E-15	2.5196633E-12
235.99994E-3	44.853971E-12	1.5774932E+0	1.5605755E+0	236.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-33.940617E+0	412.32198E-15	0.0000000E+0	3.3270002E-3	665.96804E-15	2.4707974E-12	45.252475E-12	1.5774962E+0	1.5605803E+0	236.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	88.955833E+0	661.58168E-15	0.0000000E+0	3.3270002E-3	620.04725E-15	2.5319284E-12
241.49996E-3	45.830912E-12	1.5774945E+0	1.5605745E+0	241.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	84.814224E+0	454.17449E-15	0.0000000E+0	3.3270002E-3	614.19186E-15	2.4882524E-12	46.033611E-12	1.5774944E+0	1.5605854E+0	241.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-80.269386E+0	622.18731E-15	0.0000000E+0	3.3270002E-3	696.26054E-15	2.5280223E-12
246.99998E-3	46.595065E-12	1.5774940E+0	1.5605726E+0	246.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-64.245224E+0	415.80617E-15	0.0000000E+0	3.3270002E-3	693.53160E-15	2.5344206E-12	46.857639E-12	1.5774895E+0	1.5605803E+0	246.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	59.370071E+0	636.61083E-15	0.0000000E+0	3.3270002E-3	679.94314E-15	2.5181799E-12
252.50000E-3	47.129380E-12	1.5774922E+0	1.5605745E+0	252.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-49.237423E+0	407.12583E-15	0.0000000E+0	3.3270002E-3	637.34396E-15	2.5149880E-12	47.619519E-12	1.5774938E+0	1.5605830E+0	252.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	28.310703E+0	492.31197E-15	0.0000000E+0	3.3270002E-3	656.37215E-15	2.5089562E-12
257.99996E-3	47.825233E-12	1.5775003E+0	1.5605743E+0	257.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	68.870216E+0	526.59217E-15	0.0000000E+0	3.3270002E-3	673.74182E-15	2.5636940E-12	48.270745E-12	1.5774947E+0	1.5605810E+0	257.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	69.268555E+0	588.56603E-15	0.0000000E+0	3.3270002E-3	700.18459E-15	2.5385189E-12
263.49998E-3	48.438000E-12	1.5774916E+0	1.5605744E+0	263.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-81.643204E+0	604.06416E-15	0.0000000E+0	3.3270002E-3	610.73385E-15	2.4642424E-12	48.837205E-12	1.5774953E+0	1.5605818E+0	263.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	32.084927E+0	437.70906E-15	0.0000000E+0	3.3270002E-3	629.03149E-15	2.4082056E-12
268.99999E-3	48.873412E-12	1.5774934E+0	1.5605788E+0	268.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	24.082577E+0	657.58396E-15	0.0000000E+0	3.3270002E-3	675.63414E-15	2.5137498E-12	49.349708E-12	1.5774957E+0	1.5605772E+0	268.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	95.606804E+0	418.25934E-15	0.0000000E+0	3.3270002E-3	569.98275E-15	2.5253246E-12
274.49995E-3	49.458441E-12	1.5774951E+0	1.5605789E+0	274.49998E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	52.658573E+0	447.08210E-15	0.0000000E+0	3.3270002E-3	557.98194E-15	2.5033510E-12	49.993187E-12	1.5774893E+0	1.5605752E+0	274.49998E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	3.8793988E+0	597.77015E-15	0.0000000E+0	3.3270002E-3	575.21951E-15	2.5272291E-12
279.99997E-3	50.218982E-12	1.5774949E+0	1.5605745E+0	280.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	40.256138E+0	351.88597E-15	0.0000000E+0	3.3270002E-3	473.75938E-15	2.5058376E-12	50.598397E-12	1.5775033E+0	1.5605861E+0	280.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	105.72868E+0	484.38250E-15	0.0000000E+0	3.3270002E-3	598.58591E-15	2.4392315E-12
285.49999E-3	50.780890E-12	1.5774969E+0	1.5605707E+0	285.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	16.673401E+0	498.63954E-15	0.0000000E+0	3.3270002E-3	498.05369E-15	2.5244858E-12	51.116604E-12	1.5775024E+0	1.5605844E+0	285.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-26.630798E+0	360.17448E-15	0.0000000E+0	3.3270002E-3	392.52485E-15	2.5274886E-12
