Experiment	bias spectroscopy	
-352.50002E-3	-76.313900E-12	1.5775113E+0	1.5605642E+0	-352.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-3.8782592E+0	442.25222E-15	0.0000000E+0	3.3270002E-3	1.4747858E-12	2.5558923E-12	-78.284407E-12	1.5774902E+0	1.5606079E+0	-352.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	47.793743E+0	687.57088E-15	0.0000000E+0	3.3270002E-3	1.4240213E-12	2.5763315E-12
-347.00003E-3	-74.789973E-12	1.5775083E+0	1.5605667E+0	-347.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	11.701032E+0	514.45773E-15	0.0000000E+0	3.3270002E-3	1.4624219E-12	2.4660469E-12	-76.831583E-12	1.5774862E+0	1.5606155E+0	-347.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-33.836250E+0	431.50677E-15	0.0000000E+0	3.3270002E-3	1.4886923E-12	2.5973284E-12
-341.50001E-3	-73.562011E-12	1.5775144E+0	1.5605633E+0	-341.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-120.56667E+0	903.94234E-15	0.0000000E+0	3.3270002E-3	1.3794238E-12	2.4807788E-12	-75.478394E-12	1.5774957E+0	1.5606090E+0	-341.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.859695E+0	449.52098E-15	0.0000000E+0	3.3270002E-3	1.3948916E-12	2.5992943E-12
-336.00003E-3	-72.351673E-12	1.5775141E+0	1.5605607E+0	-336.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-63.890739E+0	390.11893E-15	0.0000000E+0	3.3270002E-3	1.3467671E-12	2.5173691E-12	-74.089269E-12	1.5774957E+0	1.5606161E+0	-336.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-58.782211E+0	651.22116E-15	0.0000000E+0	3.3270002E-3	1.4187209E-12	2.5093050E-12
-330.50004E-3	-70.907009E-12	1.5775120E+0	1.5605602E+0	-330.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-38.878765E+0	547.31268E-15	0.0000000E+0	3.3270002E-3	1.3840261E-12	2.4984515E-12	-72.825995E-12	1.5774926E+0	1.5606112E+0	-330.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.966679E+0	413.65758E-15	0.0000000E+0	3.3270002E-3	1.3745590E-12	2.5767223E-12
-325.00002E-3	-69.419533E-12	1.5775166E+0	1.5605544E+0	-325.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	895.72394E-3	371.80572E-15	0.0000000E+0	3.3270002E-3	1.2085172E-12	2.4912860E-12	-71.492874E-12	1.5774956E+0	1.5606121E+0	-325.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-38.267845E+0	467.55752E-15	0.0000000E+0	3.3270002E-3	1.4028288E-12	2.5160631E-12
-319.50003E-3	-67.901573E-12	1.5775115E+0	1.5605545E+0	-319.50003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	24.274395E+0	396.60986E-15	0.0000000E+0	3.3270002E-3	1.2770938E-12	2.5270484E-12	-70.117391E-12	1.5774906E+0	1.5606141E+0	-319.50003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-6.5854607E+0	430.15363E-15	0.0000000E+0	3.3270002E-3	1.3510111E-12	2.4827015E-12
-314.00001E-3	-66.532287E-12	1.5775098E+0	1.5605531E+0	-314.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	4.6964817E+0	277.00181E-15	0.0000000E+0	3.3270002E-3	1.2550184E-12	2.4968669E-12	-68.413587E-12	1.5774968E+0	1.5606149E+0	-314.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	62.678360E+0	481.44046E-15	0.0000000E+0	3.3270002E-3	1.4270477E-12	2.4906860E-12
-308.50002E-3	-64.999998E-12	1.5775120E+0	1.5605538E+0	-308.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	70.111694E+0	535.02336E-15	0.0000000E+0	3.3270002E-3	1.3238849E-12	2.4654608E-12	-66.765718E-12	1.5775024E+0	1.5606152E+0	-308.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	86.671791E+0	902.85499E-15	0.0000000E+0	3.3270002E-3	1.4363056E-12	2.4726831E-12
-303.00003E-3	-63.797183E-12	1.5775136E+0	1.5605544E+0	-303.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	90.338509E+0	454.44394E-15	0.0000000E+0	3.3270002E-3	1.4248079E-12	2.5129471E-12	-65.127070E-12	1.5774970E+0	1.5606111E+0	-303.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-98.060204E+0	606.10002E-15	0.0000000E+0	3.3270002E-3	1.3452435E-12	2.5064814E-12
-297.50001E-3	-62.587824E-12	1.5775110E+0	1.5605619E+0	-297.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-84.452812E+0	566.63154E-15	0.0000000E+0	3.3270002E-3	1.3021691E-12	2.5262960E-12	-63.656372E-12	1.5774997E+0	1.5606085E+0	-297.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-67.181175E+0	607.56126E-15	0.0000000E+0	3.3270002E-3	1.3040276E-12	2.5369960E-12
-292.00003E-3	-61.164886E-12	1.5775126E+0	1.5605614E+0	-292.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	38.993908E+0	546.58524E-15	0.0000000E+0	3.3270002E-3	1.2476101E-12	2.5189111E-12	-62.109103E-12	1.5775050E+0	1.5606098E+0	-292.00003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	46.093990E+0	364.80717E-15	0.0000000E+0	3.3270002E-3	1.3315654E-12	2.5955084E-12
-286.50004E-3	-59.590034E-12	1.5775169E+0	1.5605545E+0	-286.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-27.505699E+0	491.18831E-15	0.0000000E+0	3.3270002E-3	1.2509695E-12	2.5582995E-12	-60.811967E-12	1.5775101E+0	1.5606036E+0	-286.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	38.000908E+0	537.72666E-15	0.0000000E+0	3.3270002E-3	1.2286490E-12	2.4763141E-12
-281.00002E-3	-58.050672E-12	1.5775195E+0	1.5605582E+0	-281.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-65.629837E+0	551.50296E-15	0.0000000E+0	3.3270002E-3	1.2755382E-12	2.4972262E-12	-59.496484E-12	1.5775071E+0	1.5606049E+0	-281.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-14.341250E+0	642.26250E-15	0.0000000E+0	3.3270002E-3	1.2821890E-12	2.4427660E-12
-275.50003E-3	-56.965030E-12	1.5775168E+0	1.5605574E+0	-275.50003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-47.215378E+0	396.49610E-15	0.0000000E+0	3.3270002E-3	1.2407915E-12	2.4473262E-12	-58.404954E-12	1.5774932E+0	1.5606002E+0	-275.50003E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-68.935936E+0	613.09432E-15	0.0000000E+0	3.3270002E-3	1.3303007E-12	2.5102448E-12
-270.00004E-3	-55.635586E-12	1.5775162E+0	1.5605544E+0	-270.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	36.444214E+0	493.13141E-15	0.0000000E+0	3.3270002E-3	1.4165723E-12	2.4941013E-12	-57.090440E-12	1.5774980E+0	1.5606064E+0	-270.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.691566E+0	387.53487E-15	0.0000000E+0	3.3270002E-3	1.4086814E-12	2.6161350E-12
-264.50002E-3	-54.084265E-12	1.5775132E+0	1.5605556E+0	-264.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	57.775806E+0	557.80245E-15	0.0000000E+0	3.3270002E-3	1.4406967E-12	2.5333405E-12	-55.592350E-12	1.5775025E+0	1.5606086E+0	-264.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-9.7499094E+0	416.90211E-15	0.0000000E+0	3.3270002E-3	1.5345040E-12	2.4823073E-12
-259.00003E-3	-52.377002E-12	1.5775057E+0	1.5605578E+0	-259.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	50.272179E+0	431.37510E-15	0.0000000E+0	3.3270002E-3	1.4223933E-12	2.4688296E-12	-53.974082E-12	1.5775071E+0	1.5606123E+0	-259.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.709066E+0	474.48872E-15	0.0000000E+0	3.3270002E-3	1.4634114E-12	2.5183312E-12
-253.50001E-3	-50.917371E-12	1.5775110E+0	1.5605638E+0	-253.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	61.808208E+0	621.01219E-15	0.0000000E+0	3.3270002E-3	1.4014898E-12	2.4354839E-12	-52.408536E-12	1.5774994E+0	1.5606157E+0	-253.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	73.341301E+0	757.82924E-15	0.0000000E+0	3.3270002E-3	1.3335224E-12	2.5320499E-12
-248.00003E-3	-49.587959E-12	1.5775077E+0	1.5605656E+0	-248.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.694727E+0	308.46980E-15	0.0000000E+0	3.3270002E-3	1.2284206E-12	2.5349677E-12	-50.843985E-12	1.5775036E+0	1.5606109E+0	-248.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.306955E+0	669.53512E-15	0.0000000E+0	3.3270002E-3	1.3348550E-12	2.5662758E-12
-242.50004E-3	-48.511316E-12	1.5775028E+0	1.5605652E+0	-242.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	23.186337E+0	403.07867E-15	0.0000000E+0	3.3270002E-3	1.2344036E-12	2.5326772E-12	-49.519645E-12	1.5774966E+0	1.5606055E+0	-242.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-79.800545E+0	678.31000E-15	0.0000000E+0	3.3270002E-3	1.2509294E-12	2.5518340E-12
-237.00002E-3	-47.326584E-12	1.5775079E+0	1.5605670E+0	-237.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	51.013508E+0	742.35615E-15	0.0000000E+0	3.3270002E-3	1.2557458E-12	2.4650418E-12	-48.174416E-12	1.5774962E+0	1.5606101E+0	-237.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	4.3848791E+0	244.87969E-15	0.0000000E+0	3.3270002E-3	1.2265585E-12	2.5456046E-12
-231.50003E-3	-45.930197E-12	1.5775073E+0	1.5605639E+0	-231.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	26.715813E+0	475.65971E-15	0.0000000E+0	3.3270002E-3	1.2077599E-12	2.4295301E-12	-46.688358E-12	1.5774949E+0	1.5606128E+0	-231.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	38.652233E+0	865.70031E-15	0.0000000E+0	3.3270002E-3	1.2641703E-12	2.4529736E-12
-226.00001E-3	-44.569154E-12	1.5775129E+0	1.5605625E+0	-226.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-41.091206E+0	651.14017E-15	0.0000000E+0	3.3270002E-3	1.2843997E-12	2.5400738E-12	-45.512431E-12	1.5774957E+0	1.5606111E+0	-226.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-56.407940E+0	354.74683E-15	0.0000000E+0	3.3270002E-3	1.2813933E-12	2.5714387E-12
-220.50002E-3	-43.181635E-12	1.5775082E+0	1.5605648E+0	-220.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	85.666824E+0	503.59841E-15	0.0000000E+0	3.3270002E-3	1.1797936E-12	2.5229591E-12	-44.304727E-12	1.5774953E+0	1.5606159E+0	-220.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-9.7717438E+0	394.46641E-15	0.0000000E+0	3.3270002E-3	1.3037129E-12	2.5077518E-12
-215.00003E-3	-42.126420E-12	1.5775084E+0	1.5605676E+0	-215.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	2.3445179E+0	447.18192E-15	0.0000000E+0	3.3270002E-3	1.1424023E-12	2.5133131E-12	-43.238246E-12	1.5774938E+0	1.5606126E+0	-215.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-16.030251E+0	563.91664E-15	0.0000000E+0	3.3270002E-3	1.2456602E-12	2.4924622E-12
-209.50001E-3	-41.031588E-12	1.5775064E+0	1.5605636E+0	-209.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-7.1065450E+0	553.46515E-15	0.0000000E+0	3.3270002E-3	1.2004768E-12	2.5187738E-12	-41.983091E-12	1.5774953E+0	1.5606099E+0	-209.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	77.214279E+0	727.57311E-15	0.0000000E+0	3.3270002E-3	1.1042749E-12	2.4851033E-12
-204.00003E-3	-39.775946E-12	1.5775040E+0	1.5605581E+0	-204.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-2.2970188E+0	627.34854E-15	0.0000000E+0	3.3270002E-3	1.1316108E-12	2.4787910E-12	-40.689372E-12	1.5775003E+0	1.5606205E+0	-204.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	67.346558E+0	371.16040E-15	0.0000000E+0	3.3270002E-3	1.0934215E-12	2.5313475E-12
-198.50004E-3	-38.449900E-12	1.5775057E+0	1.5605625E+0	-198.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	36.138382E+0	445.65897E-15	0.0000000E+0	3.3270002E-3	993.18145E-15	2.4923022E-12	-39.545520E-12	1.5774953E+0	1.5606122E+0	-198.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-6.5380421E+0	505.22808E-15	0.0000000E+0	3.3270002E-3	1.1451929E-12	2.5514053E-12
-193.00002E-3	-37.319346E-12	1.5775063E+0	1.5605584E+0	-193.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	21.475241E+0	310.13942E-15	0.0000000E+0	3.3270002E-3	1.0994896E-12	2.4950974E-12	-38.366098E-12	1.5774919E+0	1.5606118E+0	-193.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	6.0512943E+0	634.96653E-15	0.0000000E+0	3.3270002E-3	1.2180017E-12	2.4810958E-12
-187.50003E-3	-36.205591E-12	1.5775034E+0	1.5605679E+0	-187.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	54.497253E+0	418.87847E-15	0.0000000E+0	3.3270002E-3	1.1078568E-12	2.4666792E-12	-37.172709E-12	1.5774962E+0	1.5606112E+0	-187.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	34.126259E+0	627.71316E-15	0.0000000E+0	3.3270002E-3	1.0914174E-12	2.4437852E-12
-182.00004E-3	-35.287138E-12	1.5775075E+0	1.5605631E+0	-182.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-60.932621E+0	492.06602E-15	0.0000000E+0	3.3270002E-3	1.0410210E-12	2.5526805E-12	-35.846364E-12	1.5774912E+0	1.5606074E+0	-182.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-44.866825E+0	408.04445E-15	0.0000000E+0	3.3270002E-3	1.0544341E-12	2.4958408E-12
-176.50002E-3	-34.351421E-12	1.5775038E+0	1.5605634E+0	-176.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-22.010014E+0	325.03899E-15	0.0000000E+0	3.3270002E-3	946.53387E-15	2.5519328E-12	-34.703112E-12	1.5774978E+0	1.5606133E+0	-176.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	54.228592E+0	264.01648E-15	0.0000000E+0	3.3270002E-3	1.0120053E-12	2.5590112E-12
-171.00003E-3	-33.299981E-12	1.5775054E+0	1.5605564E+0	-171.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	95.600945E+0	704.19674E-15	0.0000000E+0	3.3270002E-3	955.64875E-15	2.5002426E-12	-33.695484E-12	1.5774984E+0	1.5606116E+0	-171.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	63.452633E+0	536.55360E-15	0.0000000E+0	3.3270002E-3	971.19665E-15	2.4931203E-12
-165.50002E-3	-32.082358E-12	1.5775110E+0	1.5605676E+0	-165.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	51.669689E+0	482.52597E-15	0.0000000E+0	3.3270002E-3	1.0034767E-12	2.4425895E-12	-32.686236E-12	1.5774958E+0	1.5606077E+0	-165.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.999960E+0	620.04004E-15	0.0000000E+0	3.3270002E-3	977.83966E-15	2.5374429E-12
-160.00003E-3	-31.002985E-12	1.5775059E+0	1.5605621E+0	-160.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	33.406628E+0	425.93069E-15	0.0000000E+0	3.3270002E-3	993.90884E-15	2.4384999E-12	-31.667603E-12	1.5774966E+0	1.5606090E+0	-160.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	19.199455E+0	597.89272E-15	0.0000000E+0	3.3270002E-3	998.71413E-15	2.5850869E-12
-154.50004E-3	-29.889060E-12	1.5775068E+0	1.5605614E+0	-154.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	18.349401E+0	457.60298E-15	0.0000000E+0	3.3270002E-3	1.0520075E-12	2.5281470E-12	-30.697413E-12	1.5774938E+0	1.5606067E+0	-154.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-64.614014E+0	411.90410E-15	0.0000000E+0	3.3270002E-3	1.1130714E-12	2.4929334E-12
-149.00002E-3	-28.868656E-12	1.5775048E+0	1.5605617E+0	-149.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	54.591785E+0	369.49198E-15	0.0000000E+0	3.3270002E-3	1.0419909E-12	2.4147010E-12	-29.586993E-12	1.5774881E+0	1.5606047E+0	-149.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-8.8281078E+0	443.91520E-15	0.0000000E+0	3.3270002E-3	1.1139384E-12	2.4851789E-12
-143.50003E-3	-27.701190E-12	1.5775027E+0	1.5605600E+0	-143.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	100.54455E+0	762.65708E-15	0.0000000E+0	3.3270002E-3	1.0631992E-12	2.4577363E-12	-28.332352E-12	1.5774879E+0	1.5606048E+0	-143.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	48.280964E+0	472.76533E-15	0.0000000E+0	3.3270002E-3	1.1779356E-12	2.4876496E-12
-138.00001E-3	-26.528434E-12	1.5775102E+0	1.5605603E+0	-138.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	8.5870295E+0	456.96633E-15	0.0000000E+0	3.3270002E-3	1.2092188E-12	2.5175075E-12	-27.072348E-12	1.5774904E+0	1.5606050E+0	-138.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-35.218937E+0	641.00981E-15	0.0000000E+0	3.3270002E-3	1.1586279E-12	2.5593275E-12
-132.50002E-3	-25.359886E-12	1.5775071E+0	1.5605614E+0	-132.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-16.113770E+0	381.12298E-15	0.0000000E+0	3.3270002E-3	1.0677511E-12	2.5059520E-12	-25.840885E-12	1.5774931E+0	1.5606071E+0	-132.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	85.169334E+0	543.99362E-15	0.0000000E+0	3.3270002E-3	1.0665706E-12	2.5214353E-12
-127.00003E-3	-24.330276E-12	1.5775069E+0	1.5605605E+0	-127.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	6.5938277E+0	473.62239E-15	0.0000000E+0	3.3270002E-3	998.19838E-15	2.5118833E-12	-24.767447E-12	1.5774856E+0	1.5606077E+0	-127.00002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-34.216595E+0	551.73986E-15	0.0000000E+0	3.3270002E-3	1.0719441E-12	2.5160154E-12
-121.50002E-3	-23.403671E-12	1.5775064E+0	1.5605577E+0	-121.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-41.693485E+0	284.34953E-15	0.0000000E+0	3.3270002E-3	941.15265E-15	2.4376161E-12	-23.669636E-12	1.5774901E+0	1.5606031E+0	-121.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	38.320408E+0	388.07811E-15	0.0000000E+0	3.3270002E-3	979.36557E-15	2.4356660E-12
-116.00003E-3	-22.414697E-12	1.5775057E+0	1.5605592E+0	-116.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	80.513611E+0	744.19100E-15	0.0000000E+0	3.3270002E-3	1.0413831E-12	2.5121561E-12	-22.638055E-12	1.5774949E+0	1.5606035E+0	-116.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	62.748886E+0	370.67157E-15	0.0000000E+0	3.3270002E-3	1.0098168E-12	2.5171239E-12
-110.50004E-3	-21.290549E-12	1.5775052E+0	1.5605526E+0	-110.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-29.113016E+0	519.12467E-15	0.0000000E+0	3.3270002E-3	1.0150448E-12	2.5372237E-12	-21.620974E-12	1.5774912E+0	1.5605981E+0	-110.50002E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	28.997686E+0	451.68120E-15	0.0000000E+0	3.3270002E-3	969.26883E-15	2.6187466E-12
-105.00002E-3	-20.154595E-12	1.5775086E+0	1.5605521E+0	-105.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.743425E+0	321.84195E-15	0.0000000E+0	3.3270002E-3	1.0247779E-12	2.5164647E-12	-20.609096E-12	1.5774881E+0	1.5605963E+0	-105.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	52.861923E+0	568.92278E-15	0.0000000E+0	3.3270002E-3	1.0774237E-12	2.5323845E-12
-99.500000E-3	-19.010496E-12	1.5775021E+0	1.5605561E+0	-99.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-12.036520E+0	558.82870E-15	0.0000000E+0	3.3270002E-3	1.0004418E-12	2.5216272E-12	-19.592127E-12	1.5774844E+0	1.5605960E+0	-99.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.360714E+0	334.50445E-15	0.0000000E+0	3.3270002E-3	1.0568914E-12	2.5140784E-12
-94.000041E-3	-17.924860E-12	1.5775065E+0	1.5605496E+0	-94.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	88.927238E+0	483.78857E-15	0.0000000E+0	3.3270002E-3	994.59286E-15	2.5140530E-12	-18.464476E-12	1.5774896E+0	1.5605932E+0	-94.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	44.507225E+0	592.43029E-15	0.0000000E+0	3.3270002E-3	1.0630203E-12	2.5167201E-12
-88.500023E-3	-16.881571E-12	1.5775044E+0	1.5605537E+0	-88.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	7.5597363E+0	693.61308E-15	0.0000000E+0	3.3270002E-3	1.0174465E-12	2.5467330E-12	-17.309666E-12	1.5774959E+0	1.5605923E+0	-88.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-86.102631E+0	711.30417E-15	0.0000000E+0	3.3270002E-3	1.0413696E-12	2.5789414E-12
-83.000004E-3	-15.875065E-12	1.5774937E+0	1.5605572E+0	-83.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	65.477180E+0	492.83743E-15	0.0000000E+0	3.3270002E-3	976.11882E-15	2.5059026E-12	-16.280777E-12	1.5774961E+0	1.5605942E+0	-83.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	20.086287E+0	555.05643E-15	0.0000000E+0	3.3270002E-3	924.85232E-15	2.5710165E-12
-77.500045E-3	-14.969409E-12	1.5775033E+0	1.5605631E+0	-77.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-91.695396E+0	687.11361E-15	0.0000000E+0	3.3270002E-3	870.78999E-15	2.5382435E-12	-15.200074E-12	1.5775044E+0	1.5605954E+0	-77.500015E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	7.3418570E+0	497.35780E-15	0.0000000E+0	3.3270002E-3	912.18515E-15	2.4746878E-12
-72.000027E-3	-14.110570E-12	1.5775008E+0	1.5605519E+0	-72.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	20.264387E+0	570.15596E-15	0.0000000E+0	3.3270002E-3	896.68713E-15	2.4834323E-12	-14.286013E-12	1.5774968E+0	1.5605915E+0	-72.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-15.717503E+0	499.50669E-15	0.0000000E+0	3.3270002E-3	839.30454E-15	2.5305235E-12
-66.500008E-3	-13.180095E-12	1.5775046E+0	1.5605544E+0	-66.500016E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	57.012310E+0	642.53372E-15	0.0000000E+0	3.3270002E-3	844.48410E-15	2.5377873E-12	-13.386422E-12	1.5774958E+0	1.5605952E+0	-66.500016E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	7.4851046E+0	427.25342E-15	0.0000000E+0	3.3270002E-3	850.06687E-15	2.5475531E-12
-61.000049E-3	-12.305599E-12	1.5775012E+0	1.5605602E+0	-61.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-62.870098E+0	613.76896E-15	0.0000000E+0	3.3270002E-3	828.08939E-15	2.5667144E-12	-12.349330E-12	1.5774961E+0	1.5605901E+0	-61.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	87.732109E+0	635.65087E-15	0.0000000E+0	3.3270002E-3	893.02150E-15	2.5939272E-12
-55.500031E-3	-11.383148E-12	1.5775020E+0	1.5605601E+0	-55.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-5.0043521E+0	275.84765E-15	0.0000000E+0	3.3270002E-3	858.74211E-15	2.4450312E-12	-11.408468E-12	1.5774950E+0	1.5605913E+0	-55.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	19.902163E+0	541.82136E-15	0.0000000E+0	3.3270002E-3	876.76448E-15	2.4983488E-12
-50.000012E-3	-10.459495E-12	1.5774988E+0	1.5605588E+0	-50.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	22.986780E+0	399.90187E-15	0.0000000E+0	3.3270002E-3	820.50528E-15	2.5236287E-12	-10.540119E-12	1.5774940E+0	1.5605916E+0	-50.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-50.137180E+0	721.60556E-15	0.0000000E+0	3.3270002E-3	908.04567E-15	2.5514289E-12
-44.500053E-3	-9.3711480E-12	1.5775001E+0	1.5605565E+0	-44.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	23.429039E+0	414.06304E-15	0.0000000E+0	3.3270002E-3	842.54576E-15	2.4886003E-12	-9.6098771E-12	1.5774966E+0	1.5605890E+0	-44.500012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	36.238014E+0	549.17876E-15	0.0000000E+0	3.3270002E-3	843.36498E-15	2.5416483E-12
-39.000034E-3	-8.4265242E-12	1.5774992E+0	1.5605578E+0	-39.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-60.497551E+0	675.70531E-15	0.0000000E+0	3.3270002E-3	980.62541E-15	2.4726607E-12	-8.6894858E-12	1.5775012E+0	1.5605856E+0	-39.000012E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-5.1137924E+0	479.57807E-15	0.0000000E+0	3.3270002E-3	1.0027139E-12	2.4969506E-12
