z_pen,force_z
81.942,-0.0007507
81.942,-0.0007507
81.914,-0.0007507
81.914,-0.0007507
81.893,-0.0007507
81.858,-0.0007507
81.858,-0.0007507
81.823,-0.0007507
81.823,-0.0007507
81.795,-0.0007507
81.795,-0.0007507
81.774,-0.0007507
81.774,-0.0007507
81.739,-0.0007507
81.739,-0.0007507
81.704,-0.0007507
81.676,-0.0007507
81.641,-0.0007507
81.641,-0.0007507
81.641,-0.0007507
81.62,-0.0007507
81.585,0.00184225
81.557,0.00184225
81.522,0.00184225
81.522,0.00184225
81.494,0.00184225
81.494,0.00184225
81.494,0.00184225
81.459,0.00184225
81.424,0.00184225
81.424,0.00184225
81.403,0.00184225
81.403,0.00184225
81.375,0.00184225
81.375,0.00184225
81.34,0.00184225
81.34,0.00184225
81.305,0.00184225
81.305,0.00184225
81.277,0.00184225
81.242,0.00184225
81.242,0.00184225
81.214,0.00184225
81.179,0.00184225
81.151,0.00184225
81.151,0.00184225
81.116,0.00184225
81.081,0.00184225
81.081,0.00184225
81.06,0.00184225
81.06,0.00184225
81.032,0.00184225
81.032,0.00184225
80.997,0.00184225
80.997,0.00184225
80.962,0.00184225
80.934,0.00184225
80.934,0.00184225
80.899,0.00184225
80.899,0.00184225
80.871,0.00184225
80.871,0.00140555
80.836,0.00140555
80.836,0.00140555
80.801,0.00140555
80.801,0.00140555
80.773,0.00140555
80.773,0.00140555
80.738,0.00140555
80.738,0.00140555
80.71,0.00140555
80.675,0.00140555
80.647,0.00140555
80.619,0.00140555
80.584,0.00140555
80.584,0.00140555
80.556,0.00140555
80.556,0.00140555
80.528,0.00140555
80.528,0.00140555
80.493,0.00140555
80.493,0.00140555
80.465,0.00140555
80.465,0.00140555
80.43,0.00140555
80.402,0.00140555
80.367,0.00123635
80.367,0.00123635
80.332,0.00123635
80.304,0.00123635
80.304,0.00123635
80.241,0.00123635
80.206,0.00123635
80.185,0.00123635
80.15,0.00123635
80.122,0.00123635
80.122,0.00123635
80.087,0.00123635
80.087,0.00123635
80.059,0.00123635
80.059,0.00123635
80.024,0.00123635
80.024,0.00123635
79.996,0.00123635
79.996,0.00123635
79.961,0.00123635
79.926,0.00123635
79.926,0.00123635
79.905,0.00123635
79.877,0.00123635
79.842,0.00123635
79.842,0.00123635
79.814,0.00123635
79.814,0.00123635
79.779,0.00123635
79.758,0.00123635
79.758,0.00123635
79.723,0.00123635
79.723,0.00123635
79.695,0.00123635
79.695,0.00123635
79.639,0.00123635
79.611,0.00123635
79.611,0.00123635
79.583,0.00123635
79.583,0.00123635
79.555,0.00123635
79.555,0.00123635
79.52,0.00123635
79.52,0.00123635
79.499,0.00123635
79.499,0.0013288
79.471,0.0013288
79.471,0.0013288
79.415,0.0013288
79.387,0.0013288
79.359,0.0013288
79.359,0.0013288
79.331,0.0013288
79.331,0.0013288
79.296,0.0013288
79.296,0.0013288
79.275,0.0013288
79.275,0.0013288
79.247,0.0013288
79.247,0.0013288
79.219,0.0013288
79.191,0.0013288
79.17,0.0013288
79.135,0.0013288
79.135,0.0013288
79.107,0.0013288
79.086,0.0013288
79.086,0.0013288
79.051,0.0013288
79.051,0.0013288
79.03,0.0013288
79.03,0.0013288
79.002,0.0013288
78.974,0.0013288
78.946,0.0013288
78.946,0.0013288
78.925,0.0013288
78.925,0.00149105
78.89,0.00149105
78.89,0.00149105
78.862,0.00149105
78.841,0.00149105
78.806,0.00149105
78.806,0.00149105
78.785,0.00149105
78.757,0.00149105
78.736,0.00149105
78.736,0.00149105
78.701,0.00149105
78.701,0.00149105
78.68,0.00149105
78.645,0.00149105
78.645,0.00149105
78.624,0.00149105
78.624,0.00149105
78.596,0.00149105
78.596,0.00149105
78.575,0.00149105
78.575,0.00149105
78.54,0.00149105
78.519,0.00149105
78.519,0.00149105
78.491,0.00149105
78.491,0.00149105
78.47,0.00149105
78.449,0.00149105
78.414,0.00149105
78.414,0.00149105
78.393,0.00149105
78.393,0.00149105
78.358,0.00149105
78.358,0.00149105
78.337,0.00149105
78.288,0.00149105
78.288,0.00149105
78.267,0.00149105
78.267,0.00149105
78.239,0.00149105
78.239,0.00149105
78.218,0.00149105
78.218,0.00149105
78.19,0.00149105
78.19,0.00149105
78.169,-0.00060925
78.148,-0.00060925
78.148,-0.00060925
78.127,-0.00060925
78.127,-0.00060925
78.106,-0.00060925
78.071,-0.00060925
78.05,-0.00060925
78.05,-0.00060925
78.029,-0.00060925
78.029,-0.00060925
78.008,-0.00060925
78.008,-0.00060925
77.987,-0.00060925
77.966,-0.00060925
77.966,-0.00060925
77.945,-0.00060925
77.924,-0.00060925
77.903,-0.00060925
77.903,-0.00060925
77.882,-0.00060925
77.861,-0.00060925
77.861,-0.00060925
77.833,-0.00060925
77.833,-0.00060925
77.812,-0.00060925
77.812,-0.00060925
77.791,-0.00060925
77.791,-0.00060925
77.784,-0.00060925
77.784,-0.00060925
77.763,-0.00060925
77.763,0.00074695
77.742,0.00074695
77.742,0.00074695
77.721,0.00074695
77.721,0.00074695
77.7,0.00074695
77.7,0.00074695
77.672,0.00074695
77.665,0.00074695
77.644,0.00074695
77.644,0.00074695
77.623,0.00074695
77.602,0.00074695
77.602,0.00074695
77.581,0.00074695
77.56,0.00074695
77.56,0.00074695
77.546,0.00074695
77.546,0.00074695
77.525,0.00074695
77.525,0.00074695
77.504,0.00074695
77.504,0.00074695
77.483,0.00074695
77.483,0.00074695
77.462,0.00074695
77.462,0.00074695
77.441,0.00074695
77.441,0.00074695
77.441,0.00074695
77.427,0.00074695
77.427,0.00074695
77.406,0.00074695
77.406,0.00074695
77.385,0.00074695
77.385,0.00074695
77.364,0.00074695
77.364,0.00074695
77.343,0.00074695
77.343,0.00074695
77.322,0.00074695
77.308,0.00074695
77.308,0.00074695
77.287,0.00074695
77.266,0.00074695
77.252,0.00074695
77.252,0.00074695
77.231,0.00074695
77.231,0.00074695
77.217,0.00074695
77.217,0.00074695
77.196,0.00074695
77.196,0.00074695
77.175,0.00074695
77.154,0.00074695
77.154,0.00074695
77.133,0.00074695
77.133,0.00074695
77.119,0.00074695
77.119,0.00276865
77.098,0.00276865
77.056,0.00276865
77.035,0.00276865
77.021,0.00276865
77.021,0.00276865
77.021,0.00276865
77,0.00276865
76.979,0.00276865
76.979,0.00276865
76.958,0.00276865
76.958,0.00276865
76.951,0.00276865
76.93,0.00276865
76.909,0.00276865
76.888,0.00276865
76.874,0.00276865
76.874,0.00276865
76.853,0.00276865
76.853,0.00276865
76.832,0.00276865
76.818,0.00276865
76.818,0.00276865
76.797,0.00276865
76.797,0.00276865
76.783,0.00276865
76.762,0.00276865
76.762,0.00276865
76.748,0.00276865
76.727,0.00276865
76.727,0.00276865
76.706,0.00276865
76.706,0.00276865
76.685,0.00276865
76.685,0.00276865
76.671,0.00276865
76.671,0.00276865
76.65,0.00276865
76.65,0.00276865
76.629,0.00276865
76.608,0.00276865
76.608,0.00276865
76.601,0.00276865
76.58,0.00276865
76.58,0.00276865
76.559,0.00276865
76.559,0.0026105
76.538,0.0026105
76.524,0.0026105
76.503,0.0026105
76.503,0.0026105
76.482,0.0026105
76.482,0.0026105
76.461,0.0026105
76.461,0.0026105
76.447,0.0026105
76.426,0.0026105
76.412,0.0026105
76.412,0.0026105
76.391,0.0026105
76.391,0.0026105
76.37,0.0026105
76.37,0.0026105
76.328,0.0026105
76.328,0.0026105
76.307,0.0026105
76.286,0.0026105
76.286,0.0026105
76.265,0.0026105
76.265,0.0026105
76.251,0.0026105
76.251,0.0026105
76.237,0.0026105
76.237,0.0026105
76.216,0.0026105
76.216,0.0026105
76.195,0.0026105
76.195,0.0026105
76.174,0.0026105
76.174,0.0026105
76.153,0.0026105
76.132,0.0026105
76.132,0.0026105
76.111,0.0026105
76.111,0.0026105
76.097,0.0026105
76.097,0.0026105
76.076,0.0026105
76.055,0.0026105
76.055,0.0026105
76.034,0.0017365
76.034,0.0017365
76.013,0.0017365
75.992,0.0017365
75.992,0.0017365
75.95,0.0017365
75.943,0.0017365
75.922,0.0017365
75.922,0.0017365
75.901,0.0017365
75.901,0.0017365
75.88,0.0017365
75.88,0.0017365
75.859,0.0017365
75.859,0.0017365
75.838,0.0017365
75.838,0.0017365
75.824,0.0017365
75.81,0.0017365
75.81,0.0017365
75.789,0.0017365
75.789,0.0017365
75.768,0.0017365
75.747,0.0017365
75.726,0.0017365
75.726,0.0017365
75.712,0.0017365
75.712,0.0017365
75.691,0.0017365
75.67,0.0017365
75.649,0.0017365
75.649,0.0017365
75.628,0.0034419
75.628,0.0034419
75.621,0.0034419
75.6,0.0034419
75.6,0.0034419
75.579,0.0034419
75.558,0.0034419
75.537,0.0034419
75.537,0.0034419
75.523,0.0034419
75.502,0.0034419
75.502,0.0034419
75.481,0.0034419
75.481,0.0034419
75.467,0.0034419
75.467,0.0034419
75.453,0.0034419
75.432,0.0034419
75.432,0.0034419
75.411,0.0034419
75.411,0.0034419
75.39,0.0034419
75.39,0.0034419
75.376,0.0034419
75.362,0.0034419
75.362,0.0034419
75.32,0.0034419
75.306,0.0034419
75.306,0.0034419
75.285,0.0034419
75.285,0.0034419
75.264,0.0034419
75.257,0.0034419
75.257,0.0026337
75.236,0.0026337
75.215,0.0026337
75.201,0.0026337
75.18,0.0026337
75.159,0.0026337
75.159,0.0026337
75.152,0.0026337
75.152,0.0026337
75.131,0.0026337
75.131,0.0026337
75.117,0.0026337
75.117,0.0026337
75.096,0.0026337
75.075,0.0026337
75.075,0.0026337
75.068,0.0026337
75.047,0.0026337
75.033,0.0026337
75.033,0.0026337
75.033,0.0026337
75.012,0.0026337
75.005,0.0026337
75.005,0.0026337
74.984,0.0026337
74.984,0.0026337
74.97,0.0026337
74.97,0.0026337
74.949,0.0026337
74.942,0.00009809
74.942,0.00009809
74.921,0.00009809
74.907,0.00009809
74.879,0.00009809
74.858,0.00009809
74.858,0.00009809
74.844,0.00009809
74.823,0.00009809
74.816,0.00009809
74.816,0.00009809
74.795,0.00009809
74.781,0.00009809
74.781,0.00009809
74.774,0.00009809
74.774,0.00009809
74.753,0.00009809
74.753,0.00009809
74.739,0.00009809
74.732,0.00009809
74.732,0.00009809
74.711,0.00009809
74.711,0.00009809
74.697,0.00009809
74.697,0.00009809
74.683,0.00009809
74.683,0.00009809
74.669,0.00009809
74.655,0.00009809
74.655,0.00009809
74.641,0.00009809
74.641,0.0040731
74.634,0.0040731
74.634,0.0040731
74.613,0.0040731
74.599,0.0040731
74.592,0.0040731
74.571,0.0040731
74.571,0.0040731
74.557,0.0040731
74.557,0.0040731
74.55,0.0040731
74.55,0.0040731
74.536,0.0040731
74.529,0.0040731
74.529,0.0040731
74.508,0.0040731
74.508,0.0040731
74.494,0.0040731
74.494,0.0040731
74.487,0.0040731
74.487,0.0040731
74.473,0.0040731
74.466,0.0040731
74.466,0.0040731
74.452,0.0040731
74.452,0.0040731
74.431,0.0040731
74.431,0.0040731
74.424,0.0040731
74.41,0.0040731
74.41,0.0040731
74.403,0.0040731
74.403,-0.00109695
74.389,-0.00109695
74.382,-0.00109695
74.382,-0.00109695
74.368,-0.00109695
74.347,-0.00109695
74.347,-0.00109695
74.34,-0.00109695
74.312,-0.00109695
74.312,-0.00109695
74.305,-0.00109695
74.305,-0.00109695
74.291,-0.00109695
74.291,-0.00109695
74.284,-0.00109695
74.27,-0.00109695
74.27,-0.00109695
74.263,-0.00109695
74.263,-0.00109695
74.249,-0.00109695
74.249,-0.00109695
74.242,-0.00109695
74.228,-0.00109695
74.228,-0.00109695
74.221,-0.00109695
74.221,-0.00109695
74.207,-0.00109695
74.2,-0.00109695
74.2,-0.00109695
74.186,-0.00109695
74.179,-0.00109695
74.165,-0.00109695
74.165,-0.00109695
74.158,-0.00109695
74.158,-0.00109695
74.144,-0.00109695
74.144,-0.00109695
74.137,-0.00109695
74.137,-0.00109695
74.123,-0.00109695
74.123,-0.00109695
74.116,-0.00109695
74.116,-0.00109695
74.102,-0.00109695
74.095,-0.00109695
74.095,-0.00109695
74.081,-0.00109695
74.081,-0.00109695
74.081,-0.00109695
74.074,-0.00109695
74.074,-0.00109695
74.06,0.0028485
74.053,0.0028485
74.053,0.0028485
74.039,0.0028485
74.039,0.0028485
74.011,0.0028485
73.997,0.0028485
73.997,0.0028485
73.99,0.0028485
73.99,0.0028485
73.976,0.0028485
73.976,0.0028485
73.969,0.0028485
73.969,0.0028485
73.955,0.0028485
73.955,0.0028485
73.948,0.0028485
73.948,0.0028485
73.934,0.0028485
73.934,0.0028485
73.927,0.0028485
73.913,0.0028485
73.913,0.0028485
73.913,0.0028485
73.913,0.0028485
73.906,0.0028485
73.906,0.0028485
73.892,0.0028485
73.892,0.0028485
73.878,0.0028485
73.878,0.0028485
73.871,0.0028485
73.871,0.0028485
73.85,0.0028485
73.85,0.0028485
73.836,0.00493615
73.836,0.00493615
73.815,0.00493615
73.815,0.00493615
73.808,0.00493615
73.808,0.00493615
73.808,0.00493615
73.794,0.00493615
73.794,0.00493615
73.787,0.00493615
73.787,0.00493615
73.773,0.00493615
73.773,0.00493615
73.766,0.00493615
73.766,0.00493615
73.752,0.00493615
73.752,0.00493615
73.738,0.00493615
73.738,0.00493615
73.738,0.00493615
73.731,0.00493615
73.731,0.00493615
73.717,0.00493615
73.71,0.00493615
73.71,0.00493615
73.696,0.00493615
73.696,0.00493615
73.696,0.00493615
73.689,0.00493615
73.689,0.00493615
73.675,0.00493615
73.668,0.00493615
73.668,0.00493615
73.654,0.00493615
73.654,0.00493615
73.654,0.00493615
73.654,0.00493615
73.64,0.00493615
73.633,0.00493615
73.633,0.0034717
73.619,0.0034717
73.619,0.0034717
73.619,0.0034717
73.619,0.0034717
73.605,0.0034717
73.605,0.0034717
73.598,0.0034717
73.598,0.0034717
73.598,0.0034717
73.584,0.0034717
73.577,0.0034717
73.577,0.0034717
73.577,0.0034717
73.577,0.0034717
73.563,0.0034717
73.549,0.0034717
73.528,0.0034717
73.528,0.0034717
73.521,0.0034717
73.521,0.0034225
73.507,0.0034225
73.493,0.0034225
73.493,0.0034225
73.486,0.0034225
73.486,0.0034225
73.486,0.0034225
73.472,0.0034225
73.472,0.0034225
73.465,0.0034225
73.451,0.0034225
73.451,0.0034225
73.437,0.0034225
73.437,0.0034225
73.43,0.0034225
73.416,0.0034225
73.416,0.0034225
73.409,0.0034225
73.395,0.0034225
73.395,0.0034225
73.395,0.0034225
73.381,0.0034225
73.381,0.0034225
73.381,0.0034225
73.381,0.0034225
73.36,0.0034225
73.36,0.0034225
73.353,0.0034225
73.339,0.0034225
73.339,0.0034225
73.332,0.0034225
73.332,0.0034225
73.318,0.00330385
73.318,0.00330385
73.304,0.00330385
73.304,0.00330385
73.304,0.00330385
73.297,0.00330385
73.297,0.00330385
73.283,0.00330385
73.283,0.00330385
73.269,0.00330385
73.269,0.00330385
73.262,0.00330385
73.262,0.00330385
73.227,0.00330385
73.22,0.00330385
73.22,0.00330385
73.206,0.00330385
73.206,0.00330385
73.192,0.00330385
73.192,0.00330385
73.185,0.00330385
73.185,0.00330385
73.171,0.00330385
73.171,0.00330385
73.15,0.00330385
73.15,0.00330385
73.129,0.00330385
73.129,0.00330385
73.122,0.00330385
73.122,0.00330385
73.108,0.00330385
73.108,0.00330385
73.094,0.0020361
73.094,0.0020361
73.087,0.0020361
73.087,0.0020361
73.073,0.0020361
73.073,0.0020361
73.052,0.0020361
73.045,0.0020361
73.031,0.0020361
73.031,0.0020361
73.024,0.0020361
72.989,0.0020361
72.989,0.0020361
72.982,0.0020361
72.982,0.0020361
72.968,0.0020361
72.968,0.0020361
72.947,0.0020361
72.94,0.0020361
72.94,0.0020361
72.926,0.0020361
72.926,0.0020361
72.905,0.0020361
72.891,0.0020361
72.891,0.0020361
72.884,0.0020361
72.884,0.0020361
72.863,0.0020361
72.863,0.0020361
72.849,0.0020361
72.849,0.0020361
72.828,0.00455795
72.828,0.00455795
72.821,0.00455795
72.8,0.00455795
72.8,0.00455795
72.786,0.00455795
72.765,0.00455795
72.758,0.00455795
72.758,0.00455795
72.737,0.00455795
72.737,0.00455795
72.723,0.00455795
72.723,0.00455795
72.695,0.00455795
72.674,0.00455795
72.674,0.00455795
