-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,1.8899E-3,-1.2010E-3,8.5221E-1,-2.2274E+0
-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,2.4602E-3,-3.6934E-4,8.5221E-1,-2.2138E+0
-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,1.7875E-3,-2.6834E-4,8.2774E-1,-2.2138E+0
-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,1.2987E-3,-1.9496E-4,8.2774E-1,-2.2138E+0
-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,6.8552E-4,-1.0291E-4,8.2774E-1,-2.2138E+0
-4.5952E+1,-3.4079E+1,-1.6826E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,4.9806E-4,-7.4771E-5,8.2774E-1,-2.2138E+0
-4.5955E+1,-3.4073E+1,-1.6837E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,4.9809E-4,-7.4760E-5,8.2774E-1,-2.2138E+0
-4.5955E+1,-3.4073E+1,-1.6837E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,4.9809E-4,-7.4760E-5,8.2774E-1,-2.2138E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-5.0380E-4,1.8157E-3,8.2774E-1,-2.2138E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-1.2317E-3,3.1893E-3,8.2774E-1,-2.2138E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-8.9486E-4,2.3171E-3,8.2774E-1,-2.2138E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-6.5015E-4,1.6835E-3,8.2774E-1,-2.1385E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-4.7236E-4,1.2231E-3,6.8923E-1,-2.1385E+0
-4.5948E+1,-3.4086E+1,-1.6838E+1,3.5881E-7,-6.2255E-7,-7.6995E-9,-3.4319E-4,8.8866E-4,6.8923E-1,-2.1385E+0
-4.5951E+1,-3.4080E+1,-1.6849E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,5.9012E-4,-1.2338E-3,6.8923E-1,-2.1385E+0
-4.5954E+1,-3.4074E+1,-1.6859E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,8.2313E-4,-1.7484E-3,6.8923E-1,-2.1385E+0
-4.5957E+1,-3.4068E+1,-1.6870E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,1.3863E-3,-2.9731E-3,6.8923E-1,-2.1385E+0
-4.5951E+1,-3.4081E+1,-1.6871E+1,3.5880E-7,-6.2255E-7,-7.6995E-9,5.3650E-4,-1.1433E-3,6.8923E-1,-2.1385E+0
-4.5954E+1,-3.4075E+1,-1.6882E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-8.3578E-5,1.9199E-4,6.8923E-1,-2.1385E+0
-4.5954E+1,-3.4075E+1,-1.6882E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,3.3069E-4,-7.0609E-4,6.8923E-1,-2.1385E+0
-4.5956E+1,-3.4069E+1,-1.6892E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,6.3970E-4,-1.3759E-3,6.8923E-1,-2.1385E+0
-4.5956E+1,-3.4069E+1,-1.6892E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,6.3970E-4,-1.3759E-3,6.8923E-1,-2.1385E+0
-4.5950E+1,-3.4083E+1,-1.6893E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-3.7808E-6,1.2552E-5,6.8923E-1,-2.1385E+0
-4.5953E+1,-3.4076E+1,-1.6904E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-2.3681E-4,5.1390E-4,6.8923E-1,-2.1385E+0
-4.5953E+1,-3.4076E+1,-1.6904E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,2.2401E-4,-4.8226E-4,6.8923E-1,-2.1385E+0
-4.5953E+1,-3.4076E+1,-1.6904E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,2.2401E-4,-4.8226E-4,6.8923E-1,-2.1385E+0
-4.5953E+1,-3.4076E+1,-1.6904E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,1.6276E-4,-3.5038E-4,6.8923E-1,-2.1385E+0
-4.5956E+1,-3.4070E+1,-1.6915E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,5.1367E-4,-1.1088E-3,6.8923E-1,-2.1385E+0
-4.5956E+1,-3.4070E+1,-1.6915E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,7.6873E-4,-1.6601E-3,6.8923E-1,-2.1385E+0
-4.5956E+1,-3.4070E+1,-1.6915E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,5.5851E-4,-1.2061E-3,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4077E+1,-1.6926E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-5.2807E-5,1.1442E-4,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4077E+1,-1.6926E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-4.9686E-4,1.0736E-3,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4077E+1,-1.6926E+1,3.5880E-7,-6.2255E-7,-7.6996E-9,-4.9686E-4,1.0736E-3,6.8923E-1,-2.1385E+0
-4.5955E+1,-3.4071E+1,-1.6937E+1,3.5880E-7,-6.2255E-7,-7.6997E-9,3.4438E-5,-7.4218E-5,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4079E+1,-1.6948E+1,3.5880E-7,-6.2255E-7,-7.6997E-9,-1.6576E-4,3.5818E-4,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4079E+1,-1.6948E+1,3.5880E-7,-6.2255E-7,-7.6997E-9,-4.2982E-4,9.2861E-4,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4079E+1,-1.6948E+1,3.5880E-7,-6.2255E-7,-7.6997E-9,-4.2982E-4,9.2861E-4,6.8923E-1,-2.1385E+0
-4.5952E+1,-3.4079E+1,-1.6948E+1,3.5880E-7,-6.2255E-7,-7.6997E-9,-3.1228E-4,6.7467E-4,6.8923E-1,-2.1385E+0
-4.5946E+1,-3.4092E+1,-1.6949E+1,3.5881E-7,-6.2255E-7,-7.6997E-9,-1.1001E-3,2.3767E-3,6.8923E-1,-2.1385E+0
-4.5948E+1,-3.4086E+1,-1.6960E+1,3.5881E-7,-6.2255E-7,-7.6997E-9,-1.2761E-3,2.7569E-3,6.8923E-1,-2.1385E+0
